"","year","soc_2010_minor","lf_total","lf","emp","unemp","male","female","female_share","mean_weekly_earnings","median_weekly_earnings","mean_age","median_age","mean_educ","median_educ"
"2182",2003,"49-1000",333708.28,331139.28,327783.23,3356.05,302468.99,28670.29,0.0865807584047413,937,716,43.896694214876,45,78.0485183757118,73
"2183",2004,"49-1000",327975.81,321914.41,313312.43,8601.98,299677.03,22237.38,0.0690785479283142,887.701754385965,866,45.1072961373391,47,81.2648099536768,73
"2184",2005,"49-1000",353049.84,353049.84,347517.57,5532.27,319359.23,33690.61,0.0954273481613814,910.414634146341,733,44.9873417721519,45,82.3604593334472,81
"2185",2006,"49-1000",360368.8,354205.22,342871.11,11334.11,331835.3,22369.92,0.0631552522009699,1029.55555555556,942.5,43.8166666666667,44,80.8400829609457,73
"2186",2007,"49-1000",307922.86,305302.11,301926.8,3375.31,282592.87,22709.24,0.0743828465515682,1272.66666666667,1206,45.171568627451,46,80.5443113380382,73
"2187",2008,"49-1000",294423.1,294176.76,292645.85,1530.91,276592.67,17584.09,0.0597738924040091,956.441176470588,876.5,46.0406091370558,46,85.3684214891754,81
"2188",2009,"49-1000",379506.14,375835.25,364609.63,11225.62,334344.21,41491.04,0.110396882676652,1091.30303030303,1029.5,46.5555555555556,48.5,83.7218243365944,81
"2189",2010,"49-1000",387063.13,387063.13,377974.66,9088.47,358259.7,28803.43,0.0744153285796041,1074.23913043478,1057.5,45.8392857142857,49,82.8082575056942,81
"2190",2011,"49-1000",362808.57,356034.53,321499.98,34534.55,335363.14,20671.39,0.0580600707465087,1031.6,1001.5,46.5045454545455,49,81.3502044871883,73
"2191",2012,"49-1000",294408.88,289067.56,286447.78,2619.78,276574.98,12492.58,0.043216817549503,1031.30434782609,940.5,45.4860335195531,48,80.9632152774251,73
"2192",2013,"49-1000",271431.38,268051.78,258210.66,9841.12,246081.07,21970.71,0.081964424933123,1287.32,1385,45.4535519125683,45,85.0150514949014,81
"2193",2014,"49-1000",615135.53,613322.93,596188.75,17134.18,538056.89,75266.04,0.12271845111025,1284.46428571429,1432.5,46.8102564102564,48.5,82.4175072828274,81
"2194",2015,"49-1000",271336.92,269519.52,263692.03,5827.49,250580.72,18938.8,0.0702687508496602,1141.875,801.5,48.6034482758621,49.5,81.3174488437795,81
"2195",2016,"49-1000",271046.21,270277.61,257817.97,12459.64,245872.36,24405.25,0.0902969728051095,1245.81481481481,1258.5,46.258064516129,47,81.8708213751039,81
"2196",2017,"49-1000",234271.04,234271.04,232310.58,1960.46,218522.95,15748.09,0.0672216676888445,1026.85,953.5,47.5327868852459,50,80.9536564570678,77
"2197",2018,"49-1000",257210.71,243246.74,237874.55,5372.19,228998.51,14248.23,0.0585752146154148,1192.45454545455,1240.5,48.1538461538462,50,84.9643388848706,81
"2198",2019,"49-1000",276053.68,276053.68,265941.09,10112.59,263709.36,12344.32,0.044717099949546,1294.4375,1294.5,45.5686274509804,44.5,80.6446446937422,73
"2199",2020,"49-1000",248957.9831,248957.9831,236829.7627,12128.2204,223458.7197,25499.2634,0.102423963604162,1304.09090909091,1518,47.780487804878,52,85.3609850392462,81
"2200",2021,"49-1000",256840.5863,255784.6202,254452.9949,1331.6253,242654.5269,13130.0933,0.0513326144853177,1350.26666666667,1307.5,48.1703703703704,51.5,85.6050220829501,81
"2201",2022,"49-1000",226763.46,226188.88,225668.44,520.44,211643.19,14545.69,0.0643077148620215,1403.47058823529,1544,45.7982456140351,46,83.2576860984502,81
"2202",2023,"49-1000",234410.43,234410.43,225769.21,8641.22,221845.09,12565.34,0.0536040141217266,1444.19047619048,1423.5,46.6347826086957,46,84.8125539038516,81
"2203",2024,"49-1000",261963.62,259661.49,259661.49,0,239950.83,19710.66,0.0759090614476563,1444.19047619048,1423.5,46.4322033898305,47,85.4039476550797,81
"2204",2025,"49-1000",295441.37,295441.37,295441.37,0,270103.1,25338.27,0.0857641230136457,1444.19047619048,1423.5,46.9469026548673,47.5,85.7039976831952,81
"2205",2000,"49-2000",968429.67,967005.19,953455.35,13549.84,854809.69,112195.5,0.116023679252435,756.254716981132,765.5,38.3187066974596,38,83.3971689128163,81
"2206",2001,"49-2000",955313.23,951687.74,928097.44,23590.3,853147.83,98539.91,0.103542271123509,807.229411764706,800,38.7942028985507,38,83.1314228446401,81
"2207",2002,"49-2000",906058.57,898309.519999999,848144.02,50165.5,785709.34,112600.18,0.125346751306832,819.56338028169,716,38.6480891719745,37,84.5094420796075,81
"2208",2003,"49-2000",790621.65,782031.63,731604.91,50426.72,686489.11,95542.52,0.122172193981463,746.03125,713,38.9435336976321,38,83.2361714320941,81
"2209",2004,"49-2000",862068.22,850761.56,810130.740000001,40630.82,770309.040000001,80452.52,0.0945652974730075,849.897637795276,731,40.7375886524823,40,86.3844358224178,81
"2210",2005,"49-2000",882437.91,872978.52,831064.79,41913.73,783992.61,88985.91,0.101933676443723,826.306930693069,756.5,39.5052816901408,39,86.2809481383344,81
"2211",2006,"49-2000",815089.41,809667.77,788364.4,21303.37,737993.079999999,71674.69,0.0885235804804236,777.04054054054,596,40.2117202268431,40,85.6406467309426,81
"2212",2007,"49-2000",714849.26,705563.97,681075.35,24488.62,631371.89,74192.08,0.105152875082326,851.48,778.5,40.0436681222707,40,85.8697350716478,81
"2213",2008,"49-2000",750027.56,745340.29,706484.19,38856.1,656681.53,88658.76,0.118950714444807,875.247058823529,807.5,40.4957805907173,40,85.2004620600881,81
"2214",2009,"49-2000",840249.03,835708.54,746332.57,89375.97,762145.01,73563.53,0.0880253419451714,830.225806451613,720,40.4368932038835,39,84.5159663918237,81
"2215",2010,"49-2000",707608.890000001,704506.620000001,643546.580000001,60960.04,643455.620000001,61051,0.0866578088364875,805.698630136986,822.5,40.7574468085106,42,83.8341470233451,81
"2216",2011,"49-2000",743724.04,739799.44,685911.840000001,53887.6,686270.490000001,53528.95,0.0723560293584433,945.835443037975,848,41.2488888888889,40,84.7978062540842,81
"2217",2012,"49-2000",727186.04,725402.03,668685.56,56716.47,671058.85,54343.18,0.0749145684083625,922.25,840,41.1018099547511,39,86.3566013869577,81
"2218",2013,"49-2000",656229.72,650338.11,619234.839999999,31103.27,583136.14,67201.97,0.10333389504115,991.645161290323,872.5,41.5112781954887,40.5,86.3836210367559,81
"2219",2014,"49-2000",1195660.4,1195177.46,1119061.98,76115.48,1097847.34,97330.12,0.0814357057905025,978.266666666667,788,40.6878453038674,39,87.9046880117702,81
"2220",2015,"49-2000",661476.33,654933.45,612631.9,42301.55,598644.57,56288.88,0.0859459537453767,908.909090909091,784.5,41.7403314917127,41.5,87.9191374635088,81
"2221",2016,"49-2000",569507.08,560839.99,522082.13,38757.86,505064.19,55775.8,0.0994504689296496,895.607142857143,800,41.1162790697674,39,86.5155635923894,81
"2222",2017,"49-2000",515608.37,512666.04,494579.89,18086.15,464584.64,48081.4,0.093786980701901,880.585365853659,868.5,40.2421052631579,39,87.1445567566754,81
"2223",2018,"49-2000",504120.56,497067.69,476010.39,21057.3,451666.03,45401.66,0.0913389884584934,1040.48888888889,820,41.7713178294574,40,88.4918669930045,81
"2224",2019,"49-2000",449287.31,440452.11,416832.66,23619.45,403360.33,37091.78,0.0842129692601541,1126,966,42.701244813278,42,85.530345149215,81
"2225",2020,"49-2000",529451.0094,515326.9143,487295.2792,28031.6351,474563.7133,40763.201,0.0791016340673204,1028.40625,804,43.6885964912281,44,85.4951448775902,81
"2226",2021,"49-2000",479391.277,478721.978,460341.0117,18380.9663,422939.6814,55782.2966,0.116523366721216,1060.47222222222,961,43.2723404255319,41,88.1662568452205,81
"2227",2022,"49-2000",499151.46,480222.79,468256.27,11966.52,434078.49,46144.3,0.0960893588577918,1292.59459459459,1307.5,42.8173076923077,41,85.6950833799453,81
"2228",2023,"49-2000",375792.6,375792.6,369064.32,6728.28,345977.1,29815.5,0.079340306328544,1111.5,1176.5,42.6011560693642,41,88.0082481932853,81
"2229",2024,"49-2000",334478.15,326867.49,322102.26,4765.23,289450.38,37417.11,0.114471800178109,1111.5,1176.5,42.9607843137255,42,85.1828414933527,81
"2230",2025,"49-2000",431383.6,431383.6,405361.38,26022.22,399561.41,31822.19,0.0737677324775444,1111.5,1176.5,40.6134969325153,36.5,86.9557368198513,81
"2231",2000,"49-3000",1779722.24,1776973.6,1696318.66,80654.94,1753894.23,23079.37,0.0129880207561891,621.260606060606,600,38.8,38,73.2516272892293,73
"2232",2001,"49-3000",1868501.52,1859187.79,1807494.55,51693.24,1835111.88,24075.91,0.0129496924030466,668.404761904762,610,38.9605809128631,39,73.4770246312773,73
"2233",2002,"49-3000",1879734.38,1868269.73,1770742.02,97527.71,1833854.56,34415.17,0.0184208786597426,701.356890459364,654.5,39.1743869209809,39,74.7677265477079,73
"2234",2003,"49-3000",1932731.88,1913456.15,1822741.54,90714.61,1876062.94,37393.21,0.0195422351330079,651.503289473684,600,39.1635351426583,40,73.31844653456,73
"2235",2004,"49-3000",1987116.21,1975467.62,1880631.27,94836.35,1950553.2,24914.42,0.0126119100853701,716,634,39.2878254750176,39,73.9447159452809,73
"2236",2005,"49-3000",2120680.11,2089814.33,1986213.59,103600.74,2060709.25,29105.08,0.0139271128454747,714.45,600,39.4840940525588,39,73.7735165018223,73
"2237",2006,"49-3000",2023864.19,2010641.37,1913913.58,96727.79,1968620.89,42020.48,0.0208990427765843,727.019512195122,608.5,40.081336238199,40,74.2789776229463,73
"2238",2007,"49-3000",1983602.58,1978164.66,1886552.6,91612.06,1957983.22,20181.44,0.0102021031959999,736.071428571429,617.5,39.6019273535953,40,74.130527723612,73
"2239",2008,"49-3000",1965184.83,1953528.28,1864125.68,89402.6,1919654.63,33873.65,0.0173397285039559,808.420454545455,700,40.0030651340996,40,74.8412292654396,73
"2240",2009,"49-3000",2008441.58,1991920.72,1854812.7,137108.02,1976173.1,15747.62,0.00790574636926312,806.074257425743,692,40.5634328358209,41,75.0117384742098,73
"2241",2010,"49-3000",2012026.4,1995753.86,1794531.02,201222.84,1974277.49,21476.37,0.0107610314229832,771.21546961326,680,40.7309682187731,41,73.9487395454669,73
"2242",2011,"49-3000",1868494.67,1863679.05,1709872.68,153806.37,1830118,33561.05,0.0180079558226509,758.089820359281,660.5,41.158924205379,42,75.306814271481,73
"2243",2012,"49-3000",1872082.63,1851861.19,1732390.49,119470.7,1830851.15,21010.04,0.0113453643898655,869.133757961783,764.5,40.6731914893617,41,76.7311012819487,73
"2244",2013,"49-3000",2019544.91,1999710.08,1891428.71,108281.37,1985155.76,14554.32,0.00727821505005365,846.289772727273,800,41.3759873617694,42,76.5956496753769,73
"2245",2014,"49-3000",3694915.08999999,3651274.27999999,3487723.18999999,163551.09,3608605.18,42669.1,0.0116860845633322,927.457142857143,760,40.9593777009507,42,76.7913447849775,73
"2246",2015,"49-3000",2038396.36,2021363.21,1903110.9,118252.31,1996599.09,24764.12,0.0122511975470257,895.916230366492,800,41.2455138662316,41,76.0970334965183,73
"2247",2016,"49-3000",1884701.52,1867523.35,1768500.84,99022.51,1851405.41,16117.94,0.00863064978544979,883.677419354839,800,41.0680147058824,41,76.7796234729809,73
"2248",2017,"49-3000",2040712.01,2016220.25,1924522.55,91697.7,1989997.84,26222.41,0.0130057269288908,901.941176470588,745,41.2761653474055,42,76.4519861061807,73
"2249",2018,"49-3000",1986305.81,1980745.32,1920827.03,59918.29,1946076.75,34668.57,0.0175027903132948,917.86577181208,802,41.6841155234657,41,76.1420438595308,73
"2250",2019,"49-3000",1863591.51,1850518.85,1804780.39,45738.46,1811111.47,39407.38,0.021295314014229,1039.59090909091,921.5,41.7232227488152,40,76.9469676139749,73
"2251",2020,"49-3000",1884349.6097,1877824.6008,1800483.927,77340.6738,1841675.5481,36149.0527,0.0192504947930704,1074.06428571429,990,41.1370010787487,38,78.5407107804783,73
"2252",2021,"49-3000",2059462.9461,2046155.699,1922511.3786,123644.3204,2023541.1478,22614.5512,0.0110522142626058,1111.72262773723,1000,41.1669960474308,39,77.9224337000955,73
"2253",2022,"49-3000",2020875.65,2013267.45,1980084.39,33183.06,1959757.63,53509.82,0.0265785949104775,1111.40298507463,935,40.9199134199134,40,78.1808321343498,73
"2254",2023,"49-3000",1976396.75,1964256.76,1916584.49,47672.27,1911753.66,52503.1,0.0267292449078806,1144.4375,1021.5,40.8345153664303,38.5,77.7231871560417,73
"2255",2024,"49-3000",1941958.17,1932445.66,1876255.85,56189.81,1862962.26,69483.4,0.0359561986338079,1144.4375,1021.5,40.2724056603774,38,78.2970387948709,73
"2256",2025,"49-3000",1841125.89,1833179.29,1749232.4,83946.89,1778235.45,54943.84,0.0299718856195457,1144.4375,1021.5,40.8015267175573,40,78.1242476288285,73
"2257",2000,"49-9000",2109216.13,2097138.85,2025636.79,71502.06,1990268.23,106870.62,0.0509602022774982,696.477386934673,650,41.5233739837398,40,75.0224158452836,73
"2258",2001,"49-9000",2044380.2,2019699.65,1955598.31,64101.34,1931486.31,88213.34,0.0436764644683678,687.550819672131,612,41.2491909385113,42,75.9289873422516,73
"2259",2002,"49-9000",2057194.61,2042052.28,1927509.88,114542.4,1969093.29,72958.99,0.0357282674467081,695.1,608,41.2777394900069,42,75.7285364652857,73
"2260",2003,"49-9000",2138262.65,2130697.54,2005672.03,125025.51,2050679.38,80018.16,0.037554912650812,722.587878787879,654.5,40.7659709044908,40,75.2717402583568,73
"2261",2004,"49-9000",2039498.51,2033723.81,1922226.94,111496.87,1916440.31,117283.5,0.0576693351492993,768.022727272727,746,41.6496250852079,41,75.2377698769234,73
"2262",2005,"49-9000",2072753.74,2063162.35,1964176.52,98985.83,1991372.38,71789.97,0.0347960837885588,751.25,700,41.9839048285514,43,76.6535499981374,73
"2263",2006,"49-9000",2206505.86,2197592.24,2102159.81,95432.43,2121095.84,76496.4,0.0348091873495149,808.165853658537,764,42.0106312292359,43,76.5488986528274,73
"2264",2007,"49-9000",2239726.62,2226869.06,2137505.97,89363.09,2139111.11,87757.95,0.0394086709346081,883.140703517588,754.5,42.0006802721088,43,76.4333556504666,73
"2265",2008,"49-9000",2243711.34,2234052.5,2152829.41,81223.09,2148251.34,85801.16,0.0384060625253883,841.953051643192,764.5,42.3927370544721,43,76.847263302899,73
"2266",2009,"49-9000",2315851.45,2304990.42,2079670.23,225320.19,2227603,77387.42,0.0335738575434079,865.085427135678,800,41.9980171844019,42,77.3647157153912,73
"2267",2010,"49-9000",2309261.47,2301178.18,2067953.29,233224.89,2203456.13,97722.05,0.0424660944768737,901.433497536946,769,42.2201298701299,43,78.2040799856707,73
"2268",2011,"49-9000",2190590.71,2178432.39,1952132.87,226299.52,2078462.4,99969.99,0.0458907930578465,889.161904761905,800,42.8849929873773,44,77.8570388314872,73
"2269",2012,"49-9000",2096532.78,2073807.77,1920687.38,153120.39,1976402.62,97405.15,0.0469692280109453,856.086757990868,769,42.3150684931507,42,78.3130592234208,73
"2270",2013,"49-9000",2182921.52,2162366.57,2050460.06,111906.51,2068586.21,93780.36,0.0433693164244581,927.786046511628,805,43.2755395683453,44,79.67438107869,73
"2271",2014,"49-9000",4465850.33,4424844.28,4175834.4,249009.88,4270631.25,154213.03,0.034851628722175,911.424242424242,800,43.9572901325479,45,78.4483053943766,73
"2272",2015,"49-9000",2209714.58,2185154.78,2077973.47,107181.31,2088380.99,96773.79,0.0442869268967756,918.94470046083,800,43.2891748675246,44,77.4493259374513,73
"2273",2016,"49-9000",2370646.97,2343563.07,2242128.27,101434.8,2284483.7,59079.37,0.025209208472465,966.439393939394,865,43.571860816944,45,78.8009149802825,73
"2274",2017,"49-9000",2415984.46,2400959.6,2306943.75,94015.85,2296130.56,104829.04,0.0436613094197836,948.644736842105,855,43.8517397881997,45,79.7352102217796,73
"2275",2018,"49-9000",2264389.29,2247002.68,2169018.86,77983.82,2166358.56,80644.12,0.0358896412175174,997.550632911392,885,43.4286885245902,44,79.6919591479972,73
"2276",2019,"49-9000",2202837.35,2184116.21,2121713.1,62403.11,2109094.66,75021.55,0.0343486988725751,1036.47976878613,812.5,43.6379453189727,43,80.1669217637461,73
"2277",2020,"49-9000",2318895.8994,2316116.7576,2218327.7727,97788.9849,2224657.4222,91459.3354,0.0394882231648683,1108.45810055866,942.5,43.9608540925267,44,80.083142371976,73
"2278",2021,"49-9000",2384302.6878,2358924.5336,2268130.0574,90794.4762,2260856.3492,98068.1844,0.0415732606122571,1070.7005988024,940,44.0819964349376,44,80.6862470911393,81
"2279",2022,"49-9000",2320719.47,2292330.71,2237316.7,55014.01,2190797.05,101533.66,0.0442927626267329,1174.09411764706,1010,43.3556201550388,44,79.9660166878801,81
"2280",2023,"49-9000",2412897.51,2395347.58,2335303.33,60044.25,2307676.1,87671.48,0.0366007341615116,1229.96913580247,1100,42.888665997994,42,80.0173683436789,73
"2281",2024,"49-9000",2449507.71,2417581.39,2354774.28,62807.11,2325817.41,91763.98,0.0379569351334228,1229.96913580247,1100,42.8152686145146,41,79.3302896495246,73
"2282",2025,"49-9000",2472329.04,2459669.36,2377105.36,82564,2363970.93,95698.43,0.0389070301709169,1229.96913580247,1100,42.3998091603053,40,79.9339188093149,73
"2283",2000,"51-1000",1110685.2,1108922.21,1090481.26,18440.95,868408.72,240513.49,0.216889415534386,783.032786885246,725,42.2390891840607,42,78.9096979760194,73
"2284",2001,"51-1000",1122673.2,1117964.1,1101313.58,16650.52,870911.08,247053.02,0.220984752551536,772.355,673,42.4270588235294,43,78.0409321551557,73
"2285",2002,"51-1000",1076207.93,1074329.61,1033716.13,40613.48,863223.45,211106.16,0.196500364538961,784.407035175879,653.5,42.0363408521303,42,78.6216358776522,73
"2286",2003,"51-1000",969503.36,963587.56,919826.97,43760.59,757325.54,206262.02,0.214056333396417,748.166666666667,623,42.4390934844193,44,78.6881639069729,73
"2287",2004,"51-1000",1027515.86,1024924.6,991594.530000002,33330.07,819292.97,205631.63,0.200630983001091,801.532894736842,701,43.2210242587601,44,77.8022017522067,73
"2288",2005,"51-1000",879692.089999999,877363.259999999,834487.109999999,42876.15,697168.45,180194.81,0.205382215343734,894.990099009901,846,43.6057692307692,45,80.7366487855897,73
"2289",2006,"51-1000",839472.91,834109.53,813825.49,20284.04,664799.24,169310.29,0.202983282063688,807.379310344828,747,43.242474916388,44,79.284334168919,73
"2290",2007,"51-1000",952821.39,952276.3,926679.47,25596.83,777595.84,174680.46,0.183434639715385,899.79,812.5,44.1022364217252,45,78.5096814023409,73
"2291",2008,"51-1000",902262.12,898893.44,878835.92,20057.52,720665.49,178227.95,0.198274836670295,988.653465346535,791.5,44.5859247135843,45,80.1340539319098,73
"2292",2009,"51-1000",821446.18,816710.59,765060.95,51649.64,651331.82,165378.77,0.20249372547012,987.35,745,43.8857677902622,45,81.2568330722882,73
"2293",2010,"51-1000",781012.19,777783.84,705461.77,72322.07,623808.580000001,153975.26,0.197966648419952,961.554054054054,852.5,45.037037037037,46,80.4362525711514,73
"2294",2011,"51-1000",767968.93,767518.13,708888.46,58629.67,618331.78,149186.35,0.194375017564732,944.235294117647,824,44.8,46,81.090658679294,73
"2295",2012,"51-1000",941144.47,936070.75,900702.83,35367.92,731192.049999999,204878.7,0.218870956068225,954.824561403509,865,45.6164874551971,47,80.7617024888343,73
"2296",2013,"51-1000",730935.100000001,729436.300000001,685229.080000001,44207.22,582456.64,146979.66,0.20149759478655,1043.70238095238,805,46.1502145922747,48,82.0339650905773,73
"2297",2014,"51-1000",1540596.17,1534857.98,1469176.6,65681.38,1227260.76,307597.22,0.200407610351024,970.679012345679,865,44.9802761341223,47,79.4224774268692,73
"2298",2015,"51-1000",786217.96,780656.76,766682.42,13974.34,661590.86,119065.9,0.152520167762334,1017.22077922078,932,44.7193675889328,45,81.0400779466766,73
"2299",2016,"51-1000",754476.69,747712.34,734526.21,13186.13,616337.73,131374.61,0.17570207547999,993.027777777778,862.5,44.7414187643021,46,81.1397309291432,77
"2300",2017,"51-1000",694984.29,690204.52,674656.02,15548.5,573141.75,117062.77,0.169605916229004,1035.08620689655,762.5,45.188679245283,47,81.3437635702531,73
"2301",2018,"51-1000",846756.39,845268.52,835367.33,9901.19,678630.469999999,166638.05,0.197142146024792,1050.25,900,44.5747368421053,45,84.8779964738305,81
"2302",2019,"51-1000",850443.23,849799.21,844068.5,5730.71,661037.13,188762.08,0.222125506565251,1016.73417721519,789.5,45.8838709677419,46.5,82.5196924930068,81
"2303",2020,"51-1000",804915.215699999,798669.146399999,774680.816299999,23988.3301,623019.3158,175649.8306,0.219928153468481,1116.69230769231,1110,46.1974358974359,47,82.6243388424953,81
"2304",2021,"51-1000",791912.307,786716.7963,769389.1331,17327.6632,633839.701,152877.0953,0.194322907581222,1290.43548387097,1065,45.4721485411141,46,82.8245747363613,81
"2305",2022,"51-1000",798064.53,794086.29,765970.31,28115.98,604320.37,189765.92,0.238973928135694,1301.78431372549,1139,45.3567708333333,46,82.6993167707253,81
"2306",2023,"51-1000",770212.22,767871.72,744912.97,22958.75,578293.45,189578.27,0.246887943731018,1250.2,985,46.0517711171662,47,85.7959356805067,81
"2307",2024,"51-1000",779787.47,773651.81,758151.3,15500.51,598950.21,174701.6,0.225814245816862,1250.2,985,45.707100591716,45,85.0295158877739,81
"2308",2025,"51-1000",694994.72,685562.2,676311.42,9250.78,557446.84,128115.36,0.186876347616598,1250.2,985,44.8050314465409,44,81.5877832966871,73
"2309",2000,"51-2000",1744069.8,1729003.34,1630584.31,98419.03,903813.200000001,825190.14,0.477263473649507,502.543209876543,450,38.41625,37,70.8768767849807,73
"2310",2001,"51-2000",1703669.37,1685605.56,1540989.59,144615.97,899499.67,786105.89,0.466364082235229,484.329411764706,440,38.8819218241042,39,70.1391569804741,73
"2311",2002,"51-2000",1592661.69,1573301.86,1396375.46,176926.4,867276.57,706025.29,0.448753864690658,512.320175438596,440,39.5604982206406,40,70.1190076391316,73
"2312",2003,"51-2000",1711011.18,1681803.05,1516596.19,165206.86,957102.449999999,724700.6,0.430906936457275,524.056224899598,440,40.1458153580673,40,70.2725212265491,73
"2313",2004,"51-2000",1474308.19,1453840.34,1334097.87,119742.47,877858.61,575981.73,0.396179493822547,531.641255605381,456,39.7371031746032,41,72.3079192107161,73
"2314",2005,"51-2000",1603838.47,1585844.98,1446890.65,138954.33,951604.860000001,634240.12,0.39993828400554,599.753333333333,476.5,40.1742286751361,40,70.2891239407272,73
"2315",2006,"51-2000",1545351.2,1526777.38,1429637.4,97139.98,916654.46,610122.92,0.399614854131517,574.86,500.5,40.4394841269841,41,71.5157296082026,73
"2316",2007,"51-2000",1487754.35,1474206.23,1350304.02,123902.21,864432.4,609773.83,0.41362858031064,583.385714285714,488.5,39.9738219895288,40,70.9793330950718,73
"2317",2008,"51-2000",1477771.7,1453418.53,1319651.16,133767.37,911993.49,541425.04,0.372518327532263,555.373134328358,500,40.6733193277311,40,72.6795913424882,73
"2318",2009,"51-2000",1394452.03,1368488.29,1065610.62,302877.67,862615.28,505873.01,0.369658267225655,599.114285714286,510.5,41.685746352413,41,70.8896823443043,73
"2319",2010,"51-2000",1334490.97,1312029.12,972044.04,339985.08,801635.39,510393.73,0.38901097713441,534.071428571429,440,42.0240096038415,42,71.8916984403517,73
"2320",2011,"51-2000",1313307.45,1298013.81,1065869.1,232144.71,780068.49,517945.32,0.399029128973597,664.563106796116,576,41.9610231425091,43,73.0631410539462,73
"2321",2012,"51-2000",1356575.77,1345473.94,1183432.89,162041.05,793038.420000001,552435.52,0.410588048996326,657.845360824742,555,42.3239263803681,42,72.5258535665134,73
"2322",2013,"51-2000",1369782.61,1358211.28,1204528.98,153682.3,846647.27,511564.01,0.376645384656207,647.873786407767,523,41.7222898903776,41,73.287383410628,73
"2323",2014,"51-2000",2660372.9,2638779.79,2373756.39,265023.4,1609121.42,1029658.37,0.390202461721901,604.503875968992,577,41.5181476846058,41,72.7612603513232,73
"2324",2015,"51-2000",1361593.71,1346740.33,1222179.07,124561.26,797055.290000001,549685.04,0.408159633862008,633.391304347826,594.5,41.1876574307305,40,73.4463509012165,73
"2325",2016,"51-2000",1395881.61,1384527.4,1261511.74,123015.66,861291.89,523235.51,0.37791632726084,642.403846153846,540,41.6224350205198,41,74.7544519162279,73
"2326",2017,"51-2000",1345891.02,1338103.22,1230674.75,107428.47,829138.699999999,508964.52,0.38036267486151,724.422680412371,600,41.2883787661406,40,75.0674546691548,73
"2327",2018,"51-2000",1365596.04,1354700.71,1270115.99,84584.72,865101.669999999,489599.04,0.361407531852553,719.988372093023,677,41.8721264367816,43,74.6563674865129,73
"2328",2019,"51-2000",1325925.07,1318202.02,1256948.22,61253.8,823050.649999999,495151.37,0.375626317125504,684.99,600,40.92,39.5,75.2360881376894,73
"2329",2020,"51-2000",1122279.7927,1106894.1384,1030900.4957,75993.6427,769002.1131,337892.0253,0.30526137376463,773.951219512195,750,42.514,40.5,75.0962664629827,73
"2330",2021,"51-2000",1248107.6165,1223148.9906,1092928.9283,130220.0623,795022.7196,428126.271,0.350019723100117,753.402173913043,700,41.8879456706282,41,77.3464309560457,73
"2331",2022,"51-2000",1229119.75,1210754.3,1120781.78,89972.52,740678.76,470075.54,0.388250151166095,837.926829268293,840.5,41.4467289719626,39,75.0532377213114,73
"2332",2023,"51-2000",1271453.84,1265903.61,1222718.61,43185,825474.63,440428.98,0.347916679059,887.9,779.5,41.3761638733706,40,76.8569676959845,73
"2333",2024,"51-2000",1200007.86,1190172.25,1112864.74,77307.51,781583.489999999,408588.76,0.34330220688644,887.9,779.5,42.5978947368421,43,75.7739698266364,73
"2334",2025,"51-2000",1132085.32,1131334.37,1082095.81,49238.56,716207.26,415127.11,0.36693582464042,887.9,779.5,41.9445676274945,41,74.8460588800107,73
"2335",2000,"51-3000",581467.480000001,577770.3,546707.33,31062.97,338384.39,239385.91,0.41432712965689,392.126984126984,350,38.1178343949045,36.5,61.9237257782201,73
"2336",2001,"51-3000",437997.27,434578.53,427081.48,7497.05,273139.12,161439.41,0.371485011005951,429.028571428571,400,38.9656992084433,38,63.2218511116966,73
"2337",2002,"51-3000",500207.03,500207.03,472374.86,27832.17,313265.54,186941.49,0.373728234087394,450.636363636364,395,38.3795811518325,36,62.9493619272004,73
"2338",2003,"51-3000",663898.37,662065.7,620436.45,41629.25,423031.64,239034.06,0.361042808893438,441.7875,438,39.5075757575758,38,65.9226410611515,73
"2339",2004,"51-3000",606595.23,605260.27,576122.91,29137.36,415283.98,189976.29,0.313875368029691,459.738636363636,400,39.6021052631579,38,65.2407454399741,73
"2340",2005,"51-3000",626910.3,621204.9,583393.31,37811.59,383463.98,237740.92,0.382709344372525,473.621212121212,424,38.6186612576065,37,66.5314174759407,73
"2341",2006,"51-3000",631572.9,622612.27,600576.3,22035.97,378809.13,243803.14,0.391581007550655,456.805194805195,387.5,37.659793814433,36,63.6259929474245,73
"2342",2007,"51-3000",595699.51,580948.92,543528.88,37420.04,355595,225353.92,0.387906599430463,484.096153846154,446,39.3092550790068,39,64.4149727655918,73
"2343",2008,"51-3000",610164.27,604462.07,564096.81,40365.26,346783.4,257678.67,0.426294192454458,477.128571428571,451,38.8842794759825,40,65.717115384924,73
"2344",2009,"51-3000",648544.01,644551.77,582642.39,61909.38,410213.78,234337.99,0.363567367133287,522.574074074074,462,39.7255319148936,40,66.405960315647,73
"2345",2010,"51-3000",749873.19,742318.51,671889.01,70429.5,444505.73,297812.78,0.401192717126237,513.333333333333,496,39.4824399260628,39,65.4780120328672,73
"2346",2011,"51-3000",799011.47,790093.12,751451.35,38641.77,484410.73,305682.39,0.386894129643858,538.047619047619,460.5,39.0678260869565,37,66.2151474499613,73
"2347",2012,"51-3000",790912.029999999,784420.179999999,675789.689999999,108630.49,473106.06,311314.12,0.396871635811307,539.029850746269,440,40.2332155477032,38,69.2502212143498,73
