"","year","soc_2010_minor","lf_total","lf","emp","unemp","male","female","female_share","mean_weekly_earnings","median_weekly_earnings","mean_age","median_age","mean_educ","median_educ"
"1641",2008,"43-1000",1699907.78,1694414.34,1652692.78,41721.56,457167.96,1237246.38,0.73019116445863,844.900497512438,769,42.9572798605057,44,89.6512500714553,81
"1642",2009,"43-1000",1680732.53,1668838.95,1587375.88,81463.07,466550.05,1202288.9,0.720434347484519,762.7,720,43.768115942029,45,88.6506905175,81
"1643",2010,"43-1000",1657798.6,1642744.21,1561592.05,81152.16,518941.33,1123802.88,0.684100953245789,870.1375,769,43.9302973977695,45,88.6855836490817,81
"1644",2011,"43-1000",1581328.17,1572826.72,1497569.76,75256.96,491190.37,1081636.35,0.687702171031275,878.141104294479,778.5,44.7280876494024,47,89.4866076474084,81
"1645",2012,"43-1000",1505566.03,1503739.82,1429584,74155.82,486667.3,1017072.52,0.676362031830746,884.716129032258,781,44.1915125136017,45,89.559794233553,81
"1646",2013,"43-1000",1485986.91,1483866.12,1422142.38,61723.74,496266.65,987599.47,0.665558338915374,849.828571428571,745.5,45.1010752688172,45,90.3345578710295,81
"1647",2014,"43-1000",2705182.61,2684991.74,2607498.22,77493.52,840678.97,1844312.77,0.686896999541608,918.822368421053,800,44.6853801169591,45,90.445161138559,81
"1648",2015,"43-1000",1511629.01,1493946.92,1440843.37,53103.55,491119.01,1002827.91,0.671260736626439,854.489932885906,774.5,44.6013215859031,46,91.1496378733456,81
"1649",2016,"43-1000",1463225.03,1457993.22,1404793.84,53199.38,426478.19,1031515.03,0.707489593127189,955.54609929078,896,44.5694117647059,46,90.0005044742254,81
"1650",2017,"43-1000",1399034.63,1386797.54,1355368.5,31429.04,409524.64,977272.9,0.704697601352826,1049.92913385827,928,44.3622047244095,45,91.4229761901654,81
"1651",2018,"43-1000",1566359.91,1560117.73,1539030.78,21086.95,481302.49,1078815.24,0.691496044981169,950.656441717791,800,44.9089834515366,46,90.8001263917437,81
"1652",2019,"43-1000",1251665.6,1239232.37,1203384.95,35847.42,349416.63,889815.740000001,0.718037844669923,930.586776859504,772.5,44.7879656160458,45,90.8345603980632,81
"1653",2020,"43-1000",1315041.3463,1303907.1474,1281991.9932,21915.1542,356549.094,947358.0534,0.726553309634845,1102.375,923,46.1758957654723,47,93.5887898667715,91.5
"1654",2021,"43-1000",1333301.9051,1326058.9982,1281972.8139,44086.1843,342930.7863,983128.211899999,0.74139100389538,1014.38679245283,920,46.0919881305638,48,92.8197631983007,91
"1655",2022,"43-1000",1342727.52,1330799.11,1306167.21,24631.9,460603.27,870195.84,0.653889706914517,1226.26666666667,1020,45.1247892074199,45.5,91.7670063665732,91
"1656",2023,"43-1000",1153771.22,1141811.84,1115968.63,25843.21,350461.59,791350.249999999,0.693065374063733,1198.0625,1079,45.5767716535433,44,92.5117377658301,91
"1657",2024,"43-1000",1298464.47,1296450.11,1265523.27,30926.84,427102.88,869347.23,0.670559725587898,1198.0625,1079,45.6198501872659,45,93.4239105892009,92
"1658",2025,"43-1000",1458081.15,1439968.51,1426694.71,13273.8,446661.98,993306.53,0.689811286220419,1198.0625,1079,46.2400690846287,45,92.8141108863554,91
"1659",2000,"43-2000",178964.12,178964.12,172894.9,6069.22,21317.09,157647.03,0.88088623574379,360.466666666667,370,39.3086419753086,35.5,76.3458730722113,73
"1660",2001,"43-2000",190237.07,188416.03,173297.41,15118.62,24088.67,164327.36,0.872151695373265,383.25,325.5,37.5182481751825,34,78.2301630599053,73
"1661",2002,"43-2000",169133.13,165124.9,155573.53,9551.37,21424.1,143700.8,0.870255182592086,423.521739130435,400,37.904,32,76.3238050106313,73
"1662",2003,"43-2000",162587.9,162045.9,143313.52,18732.38,21160.06,140885.84,0.869419343531678,395.590909090909,318,38.9444444444444,37,77.7859523752221,81
"1663",2004,"43-2000",129112.41,125101.42,120520.38,4581.04,24306.88,100794.54,0.805702605134298,441.304347826087,436.5,39.8505747126437,41.5,82.5610306421782,81
"1664",2005,"43-2000",126544.09,126544.09,115885.42,10658.67,19956.01,106588.08,0.842299944627995,441.375,276.5,37.5238095238095,33,78.8222397426857,73
"1665",2006,"43-2000",113122.12,110076.07,100315.67,9760.4,27243.85,82832.22,0.75249979400609,423.78947368421,329,39.4102564102564,35.5,80.8165965590886,81
"1666",2007,"43-2000",108784.19,100284.27,96936.3,3347.97,15488.81,84795.46,0.845550952307874,545.363636363636,617,39.2631578947368,38,79.2455121825188,73
"1667",2008,"43-2000",101327.41,101327.41,88061.32,13266.09,30442.98,70884.43,0.699558293259445,674.714285714286,367,40.28125,40,81.0149561702998,81
"1668",2009,"43-2000",94906.79,94906.79,85972.84,8933.95,26328.09,68578.7,0.72259002754176,737.727272727273,431,43.0579710144928,41,83.0205069626736,77
"1669",2010,"43-2000",95497.3,94135.74,78350.84,15784.9,10790.17,83345.57,0.885376478689178,414,513,45.3880597014925,45.5,82.7871017957685,81
"1670",2011,"43-2000",93285.58,91347.15,85944.99,5402.16,13633.46,77713.69,0.850751118124649,572.8,400,41.4782608695652,36.5,82.0006522370977,81
"1671",2012,"43-2000",89095.15,89095.15,82550.58,6544.57,24984.47,64110.68,0.719575420210864,631.222222222222,629,41.3636363636364,41.5,85.7244289952932,81
"1672",2013,"43-2000",59764.56,54339.03,47258.83,7080.2,6831.8,47507.23,0.874274531584388,716.833333333333,397.5,43.85,41.5,79.5067192034896,81
"1673",2014,"43-2000",169488.07,169488.07,134100.62,35387.45,49640.87,119847.2,0.707112895910609,508,540,45.25,44,91.3337408939756,81
"1674",2015,"43-2000",51961.22,51961.22,48613.44,3347.78,14734.35,37226.87,0.716435641811335,733.25,784,40.3636363636364,39,86.9379737427258,81
"1675",2016,"43-2000",83687.42,83687.42,78619.67,5067.75,15303.74,68383.68,0.817132132882099,539.666666666667,455,42.8666666666667,46.5,80.5896888684106,81
"1676",2017,"43-2000",70438.03,70438.03,70438.03,0,17164.34,53273.69,0.756319987938334,767,489,43.219512195122,40.5,87.9807701890584,81
"1677",2018,"43-2000",73968.31,73968.31,66853.01,7115.3,25623.2,48345.11,0.653592193738102,409.166666666667,395,40.1081081081081,30,84.2377692555095,73
"1678",2019,"43-2000",70749.55,70749.55,68039.98,2709.57,16314.3,54435.25,0.769407720614477,904.5,879,38.6923076923077,38,84.9124784539266,81
"1679",2020,"43-2000",29962.0738,29962.0738,25534.9341,4427.1397,9401.5423,20560.5315,0.686218572093631,1026.66666666667,723,45.8125,35.5,91.3680309338267,86
"1680",2021,"43-2000",22683.7493,22683.7493,18768.7616,3914.9877,5308.2569,17375.4924,0.765988557279638,618.5,520,40.4285714285714,44.5,83.8129125637974,73
"1681",2022,"43-2000",32467.68,32467.68,32017.07,450.61,11162.17,21305.51,0.656206726196636,1092.33333333333,808,48.1176470588235,40,91.4822140048196,92
"1682",2023,"43-2000",32922.18,32922.18,32626.11,296.07,7525.28,25396.9,0.77142218407165,774.5,378,42.9473684210526,37.5,91.0957637070206,92
"1683",2024,"43-2000",25398.46,25398.46,25398.46,0,3941.95,21456.51,0.844795708086238,774.5,378,42.3846153846154,39.5,86.3655544470019,81
"1684",2025,"43-2000",22514.66,22514.66,22514.66,0,1013.14,21501.52,0.955000874985454,774.5,378,48.9090909090909,43,84.5973996498282,73
"1685",2000,"43-3000",2960696.5,2919312.11,2817636.88,101675.23,275732.78,2643579.33,0.90554871503616,402.943143812709,400,40.7436797752809,39,82.4898797408818,81
"1686",2001,"43-3000",3075587.52999999,3039314.60999999,2958858.80999999,80455.8,335014.97,2704299.63999999,0.88977285572947,431.219123505976,428.5,40.2016407599309,40,82.7256187177019,81
"1687",2002,"43-3000",3009745.28,2982673.01,2866550.33,116122.68,333754.26,2648918.75,0.888102296537025,434.150793650794,438,40.321084864392,40,82.9561611918029,81
"1688",2003,"43-3000",2937936.29,2905098.89,2781847.65,123251.24,273491.48,2631607.41,0.905858116933155,483.826086956522,457.5,40.3971728226174,41,82.6822878067327,81
"1689",2004,"43-3000",2925418.39000001,2890779.95000001,2758327.71000001,132452.24,269048.92,2621731.03000001,0.90692860589406,505.249422632794,462,41.5862393967955,42,82.3007919955997,81
"1690",2005,"43-3000",2904964.48,2875406.37,2783796.35,91610.02,307053.44,2568352.93,0.893213897276022,488.828125,455.5,41.4284304047384,42,83.0004453666144,81
"1691",2006,"43-3000",2922378.09,2889041.85,2805696.51,83345.34,386631.21,2502410.64,0.866173205486795,512.430420711974,480,41.9771938522558,42,84.303954838868,81
"1692",2007,"43-3000",2880705.35,2852802.26,2774821.86,77980.4,340040.55,2512761.71,0.88080472496541,534.315112540193,493,42.0181451612903,43,83.0672639680258,81
"1693",2008,"43-3000",3014690.8,2988627.75,2876811.8,111815.95,390349.9,2598277.85,0.869388250176022,576.993288590604,500,41.6503219415552,42,83.7820680143253,81
"1694",2009,"43-3000",2986970.05,2951561.64,2720237.28,231324.36,382495.76,2569065.88,0.870409021849193,607.993031358885,590.5,41.635509396637,42,85.0251105309797,81
"1695",2010,"43-3000",2903709.43,2876053.24,2676125.14,199928.1,353130.58,2522922.65999999,0.877216953049172,589.728682170543,518,42.0692662904053,43,84.6545759319812,81
"1696",2011,"43-3000",2836685.17,2813252.11,2599693.53,213558.58,356199.58,2457052.53,0.873385119401901,547.105072463768,506,43.1720489977728,44,85.4984260155767,81
"1697",2012,"43-3000",2829534.08,2801207.58999999,2603756.2,197451.39,428101.54,2373106.05,0.847172504626835,597.182142857143,577,43.7840845854201,45,85.7091605624274,81
"1698",2013,"43-3000",2743247.06999999,2732717.80999999,2582872.08,149845.73,429328.08,2303389.73,0.842893372148074,646.812734082397,600,43.659276546091,44,86.9673420066744,81
"1699",2014,"43-3000",5426770.89,5373560.03,5136763.92,236796.11,787946.17,4585613.85999999,0.853366080289234,696.498181818182,600,44.119877675841,45,86.9065096942817,81
"1700",2015,"43-3000",2623270.54,2595030.46,2519466.23,75564.23,360821.04,2234209.42,0.860956915318828,661.439024390244,583,44.1285714285714,44,86.6920130332497,81
"1701",2016,"43-3000",2382543.26,2368080.77,2274388.94,93691.83,347503.2,2020577.57,0.853255343144398,715.233050847458,600,44.1291044776119,45,86.8996846547596,81
"1702",2017,"43-3000",2294951.07,2272935.43,2198551.77,74383.66,359861.67,1913073.76,0.841675366026566,660.309178743961,578.5,44.2524942440522,46,86.760589696998,81
"1703",2018,"43-3000",2244137.04,2204512.01,2157959.51,46552.5,335272.9,1869239.11,0.847915140185605,650.520467836257,619.5,43.8573797678275,45,86.8673340636509,81
"1704",2019,"43-3000",2249380.96,2228123.52,2201259.62,26863.9,315746.14,1912377.38,0.858290558325959,719.017045454545,650,44.0870626525631,44,88.386225647849,81
"1705",2020,"43-3000",2408239.0929,2377337.2884,2297045.3451,80291.9433,394054.5427,1983282.7457,0.834245420444649,716.151041666667,686,44.9312775330396,45,88.2100210780086,81
"1706",2021,"43-3000",2371609.8153,2335329.8271,2230647.6245,104682.2026,441425.807,1893904.0201,0.810979245039592,775.055865921788,706,45.0090744101633,46,88.6560022164845,81
"1707",2022,"43-3000",2204684.27,2176259.27,2118455.88,57803.39,299493.6,1876765.67,0.862381470751874,815.24375,716.5,45.9068865179437,46,88.3493396538179,81
"1708",2023,"43-3000",2298553.35,2285315.54,2221138.58,64176.96,400408.3,1884907.24,0.824790803286622,917.142857142857,841,45.81592039801,45,87.9610515666472,81
"1709",2024,"43-3000",2365103.6,2343477.97,2261252.57,82225.4,391233.55,1952244.42,0.833054308592455,917.142857142857,841,45.4554263565892,45,87.6920191317181,81
"1710",2025,"43-3000",2445471.01,2431108.49,2378935.22,52173.27,460967.8,1970140.69,0.810387812022326,917.142857142857,841,46.0417475728155,46,89.8996835760301,81
"1711",2000,"43-4000",2206695.69,2175460.38,2115352.79,60107.59,451661,1723799.38,0.792383716038993,442.109433962264,400,36.8603736479843,35,82.9973264004009,81
"1712",2001,"43-4000",2446564.51,2409779.22,2300853.5,108925.72,565175.69,1844603.53,0.765465779889993,452.81884057971,425.5,36.0522222222222,35,81.953703198586,81
"1713",2002,"43-4000",2350685.5,2325273.86,2164874.02,160399.84,560677.91,1764595.95,0.758876612495011,483.088,440,36.0930773705643,35,82.9482462250705,81
"1714",2003,"43-4000",2613653.09,2582588.37,2405248.11,177340.26,698074.87,1884513.5,0.729699522343934,518.116625310174,481,36.9745670995671,36,83.9626710585707,81
"1715",2004,"43-4000",2623217.14,2584116.87,2425621.47,158495.4,656632.900000001,1927483.97,0.745896593291463,519.162303664921,450,36.8837988826816,35,84.4689178783157,81
"1716",2005,"43-4000",2516292.02,2468427.08,2296756.72,171670.36,669217.909999999,1799209.17,0.728888928734326,516.398601398601,480,36.7812858783008,35,83.258521649341,81
"1717",2006,"43-4000",2724209.05,2697743.08,2553604.91,144138.17,780171.68,1917571.4,0.710805789556506,578.270833333333,500,37.095652173913,35,84.0566315047318,81
"1718",2007,"43-4000",2793962.36,2752376.23,2626645.31,125730.92,800956.250000001,1951419.98,0.708994634792352,541.547854785479,461,37.9265350877193,36,83.300678134399,81
"1719",2008,"43-4000",2771249.98,2730813,2576087.3,154725.7,824890.119999999,1905922.88,0.697932403280635,615.811594202899,519.5,37.7885777045579,36,84.8666164215565,81
"1720",2009,"43-4000",2811180.09,2780366.82,2523123.38,257243.44,741059.35,2039307.47,0.733467057415107,561.051470588235,520,38.1835853131749,37,84.5941204837138,81
"1721",2010,"43-4000",2814338.33,2766037.37,2497275.92,268761.45,779207.75,1986829.62,0.718294568811266,576.4375,506,38.1239892183288,36,85.3832398077831,81
"1722",2011,"43-4000",2842889.65,2793158.54,2537837.16,255321.38,868762.78,1924395.76,0.688967608691485,606.675373134328,535.5,38.6559782608696,37,85.5359214661694,81
"1723",2012,"43-4000",2974776.73999999,2942233.90999999,2660887.74999999,281346.16,881010.49,2061223.42,0.700564089413272,584.386029411765,539,38.7179487179487,37,86.3819031845776,81
"1724",2013,"43-4000",2900424.39,2850519.41,2645393,205126.41,852906.919999999,1997612.49,0.700788944987398,626.557971014493,541.5,39.1523864289822,37,86.4211380830415,81
"1725",2014,"43-4000",5526051.37,5436438.02,4990334.48,446103.54,1817093.88,3619344.14,0.665756535195447,655.682835820896,526,38.8774538964902,36,85.8979723363056,81
"1726",2015,"43-4000",3006604.79,2972404.86,2787689.98,184714.88,979407.05,1992997.81,0.67050011821068,631.425675675676,502.5,38.8826815642458,36,86.0410650822312,81
"1727",2016,"43-4000",2976236.55,2936995.83,2763802.81000001,173193.02,962820.93,1974174.9,0.67217490737806,683.643410852713,600,39.0799278846154,37,86.7890180593139,81
"1728",2017,"43-4000",3020098.04,2979366.17,2820897.87,158468.3,1038024.62,1941341.55,0.651595486834705,715.477611940299,617.5,39.109681372549,36,87.1666598604092,81
"1729",2018,"43-4000",3235975.12,3194024.76,3056082.09,137942.67,1155820.13,2038204.63,0.638130504035291,738.620408163265,600,38.3428063943162,35,87.6161905645342,81
"1730",2019,"43-4000",3148286.43999999,3110479.69,2971175.68,139304.01,1047060.69,2063419,0.663376458182242,728.727272727273,638,39.0350122850123,36.5,87.6485466201518,81
"1731",2020,"43-4000",3138020.435,3049959.5954,2889490.0312,160469.5642,985667.2148,2064292.3806,0.67682614016048,668.038647342995,615.5,39.1584302325581,35,87.754535744759,81
"1732",2021,"43-4000",3233735.6392,3189937.407,2940025.59160001,249911.8154,1050633.165,2139304.242,0.670641448106634,769.460251046025,720,39.3368700265252,36,88.0755373203157,81
"1733",2022,"43-4000",3377604.45,3311665.09,3140177.37,171487.72,1140950.28,2170714.81,0.655475342767828,836.976076555024,692,38.7925340990668,36,87.6756156100314,81
"1734",2023,"43-4000",3405151.22,3363952.77,3218900.95,145051.82,1102767.11,2261185.66,0.672181155504154,884.882608695652,760,40.0851825340014,37,88.7332481722091,81
"1735",2024,"43-4000",3237794.7,3187453.56,3033118.11,154335.45,1047737.04,2139716.52,0.671293394467526,884.882608695652,760,40.3232484076433,39,87.8134974992388,81
"1736",2025,"43-4000",3260547.08,3220427.93,3064465.92,155962.01,1165622.38,2054805.55,0.638053573830482,884.882608695652,760,40.3211446740859,38,87.7193309461827,81
"1737",2000,"43-4100",2618544.46,2573814.47,2495382.03,78432.44,338722.78,2235091.69,0.868396582602164,359.594696969697,360,38.2345483359746,37,80.9514436873923,81
"1738",2001,"43-4100",2689311.18,2636525.08,2517816.09,118708.99,343891.1,2292633.98,0.869566535661402,397.029082774049,365,37.0123076923077,36,81.3660584370394,81
"1739",2002,"43-4100",2657149.64,2612510.07,2423648.65,188861.42,313174.71,2299335.36,0.880124974982393,445.45584725537,425.5,38.2192936215076,38,82.0412052038518,81
"1740",2003,"43-4100",2290289.87,2260256.57,2133497.89,126758.68,291477.89,1968778.68,0.871042122443648,443.038961038961,400,38.0376344086022,37,81.9311029411144,81
"1741",2004,"43-4100",2460929,2413888.5,2282414.09,131474.41,322991.65,2090896.85,0.866194461757451,449.206549118388,400,38.147473560517,35,82.3335512804341,81
"1742",2005,"43-4100",2498471.46,2453075.27,2325379.15,127696.12,348948.05,2104127.22,0.857750777455761,465.796536796537,440,38.6094847775176,37,83.4376338276811,81
"1743",2006,"43-4100",2400073.18,2356514.9,2259109.97,97404.93,297703.13,2058811.77,0.873668046826269,463.7969348659,400,38.9141813755326,38,82.9910660866181,81
"1744",2007,"43-4100",2469024.26,2436411.42,2331460.49,104950.93,340142.12,2096269.3,0.860392166442891,505.726907630522,442,39.4660858742999,38,83.1770724831032,81
"1745",2008,"43-4100",2474002.32,2437731.82,2288100.88,149630.94,279311.68,2158420.14,0.885421489883165,537.338842975207,480,39.3104938271605,38,83.1720639598495,81
"1746",2009,"43-4100",2309302.96,2273296.62,2086703.18,186593.44,289418.09,1983878.53,0.872687933702202,511.357142857143,482,40.3368700265252,42,83.662379993333,81
"1747",2010,"43-4100",2321323.23,2286433.7,2023905.81,262527.89,327532.33,1958901.37,0.856749692763888,525.016,492.5,39.5463917525773,39,84.5106742434735,81
"1748",2011,"43-4100",2345431.34,2301869.67,2053231.64,248638.03,323239.85,1978629.82,0.859575086195041,503.564102564103,487.5,39.7998700454841,39,85.2554376025988,81
"1749",2012,"43-4100",2392403.2,2365024.57,2137931.03,227093.54,372151.07,1992873.5,0.842643888473429,537.104838709677,514.5,40.1477732793522,38,85.6971313832903,81
"1750",2013,"43-4100",2578977.47,2546237.41,2300881.37,245356.04,392535.21,2153702.2,0.845837152318016,563.295154185022,481,40.4067905188981,39,86.0828548505224,81
"1751",2014,"43-4100",4583219.04,4520138.18,4165813.32,354324.86,660895.37,3859242.81,0.853788679973496,600.793248945148,559,40.4507845934379,39,86.6056923551838,81
