"","year","soc_2010_broad","lf_total","lf","emp","unemp","male","female","female_share","mean_weekly_earnings","median_weekly_earnings","mean_age","median_age","mean_educ","median_educ"
"172",2004,"11-3030",1089536.17,1088798.33,1059112.68,29685.65,464717.6,624080.73,0.573183033813066,1160.04020100503,961.5,41.8630490956072,41,98.7267438681687,111
"173",2005,"11-3030",1105520.46,1095414.62,1072099.58,23315.04,504199.59,591215.03,0.539718038453786,1226.87050359712,1009.5,42.5129198966408,43,99.6502582191209,111
"174",2006,"11-3030",1138473.85,1136028.45,1106862.1,29166.35,493293.61,642734.839999999,0.56577354202705,1110.9756097561,962,42.5201037613489,43,101.234309941798,111
"175",2007,"11-3030",1160327.91,1150069.97,1132087.75,17982.22,540935.850000001,609134.12,0.529649617753257,1184.30357142857,865,42.5040322580645,43,101.389107073198,111
"176",2008,"11-3030",1146679.97,1138294.71,1113923.68,24371.03,504581.32,633713.39,0.556721721038307,1348.84210526316,1211,42.323258869908,43,100.848528348164,111
"177",2009,"11-3030",1221861.23,1217496.52,1189403.28,28093.24,546611.92,670884.6,0.55103615409102,1237.93793103448,1000,42.5011820330969,42,101.879026873933,111
"178",2010,"11-3030",1212193.86,1206794.62,1143346.46,63448.16,519041.66,687752.96,0.569900585072214,1319.6992481203,1000,43.3623910336239,44,101.197783844943,111
"179",2011,"11-3030",1198271.49,1193991.14,1141873.14,52118,535344.13,658647.01,0.551634755011666,1345.0487804878,1108.5,43.0182291666667,43,101.043064272655,111
"180",2012,"11-3030",1313136.29,1312444.26,1284111.97,28332.29,579274.92,733169.339999999,0.558628935601425,1376.16176470588,1238.5,43.141975308642,44,101.100053094826,111
"181",2013,"11-3030",1279930.82,1273364.83,1202558.11,70806.72,540376.88,732987.95,0.57563074833785,1320.68595041322,1246,43.3213367609254,44,101.539288547808,111
"182",2014,"11-3030",2563138.68,2559894.59,2494052.74,65841.85,1221359.29,1338535.3,0.522886881838365,1345.99152542373,1096,44.0226986128625,44,102.791508305816,111
"183",2015,"11-3030",1201160.08,1194203.13,1149407.65,44795.48,608416.129999999,585787,0.490525426775594,1474.35833333333,1303.5,43.9734265734266,44,103.167848504969,111
"184",2016,"11-3030",1289622.6,1281602.32,1227839.63,53762.69,590360.57,691241.75,0.539357442798636,1555.8785046729,1346,44.3473389355742,45,104.066064463741,111
"185",2017,"11-3030",1201807.54,1193498.32,1161390.75,32107.57,542850.27,650648.05,0.545160423853801,1642.60344827586,1422.5,44.0115606936416,44,102.905270784126,111
"186",2018,"11-3030",1193451.33,1189929.65,1179481.48,10448.17,463270.19,726659.46,0.610674303308603,1490.30097087379,1346,43.4423963133641,43,104.349511805173,111
"187",2019,"11-3030",1109293.8,1104761.71,1090379.95,14381.76,494801.34,609960.37,0.552119397765876,1864.38613861386,1875,44.6006600660066,44,104.925046442821,111
"188",2020,"11-3030",1481923.9636,1476585.0183,1439719.246,36865.7723,715851.6758,760733.3425,0.515197792928873,1562.06818181818,1538,44.9028213166144,45,105.141463602306,111
"189",2021,"11-3030",1423866.2329,1418617.8576,1375787.4041,42830.4535,659048.1166,759569.741,0.535429423033649,1528.39795918367,1392.5,45.7789799072643,46,104.62457041835,111
"190",2022,"11-3030",1301265.9,1294957.65,1285422.61,9535.04,593018.64,701939.01,0.542055572242073,1796.95,1799.5,45.6459074733096,45.5,104.27348242624,111
"191",2023,"11-3030",1486196,1483665.82,1462683.85,20981.97,621164.85,862500.97,0.581331023720692,1718.62727272727,1634.5,45.0909090909091,45,103.3199433886,111
"192",2024,"11-3030",1619396.99,1618027.98,1565061.63,52966.35,694039.71,923988.27,0.571058276754893,1718.62727272727,1634.5,45.3288490284006,44,105.345693576943,111
"193",2025,"11-3030",1507005.63,1501701.1,1478763.13,22937.97,665863.41,835837.69,0.556593912064125,1718.62727272727,1634.5,44.8375209380235,44,104.808254698622,111
"194",2003,"11-3050",250984.94,250984.94,235280.27,15704.67,216558.5,34426.44,0.137165361395787,1208.51111111111,1154,44.4406779661017,44,88.9664771519757,81
"195",2004,"11-3050",289375.99,286752.36,270000.53,16751.83,250139.76,36612.6,0.127680204619763,1190.20408163265,1125,42.0095238095238,43,93.2075665218588,81
"196",2005,"11-3050",323917.88,323917.88,311020.67,12897.21,266166.85,57751.03,0.1782891083382,1276.84210526316,1367.5,43.3187772925764,43,93.1346056599283,91
"197",2006,"11-3050",296300.94,295244.21,284046.45,11197.76,237034.33,58209.88,0.197158413369055,1220.45161290323,1122,43.3463414634146,44,91.667591550737,81
"198",2007,"11-3050",243032.01,243032.01,238202.97,4829.04,195217.14,47814.87,0.196743095693444,1370.4,1287.5,44.4012738853503,46,89.3627810180231,81
"199",2008,"11-3050",255328.99,255328.99,251293.31,4035.68,216677.7,38651.29,0.151378384412988,1261.15789473684,1177,44.1461988304094,43,93.9125792962249,91
"200",2009,"11-3050",239845.67,239845.67,214681.78,25163.89,206965.84,32879.83,0.137087444605525,1502.83333333333,1375,45.4131736526946,46,92.9853713848576,91
"201",2010,"11-3050",283144.49,283144.49,263933.1,19211.39,233922.83,49221.66,0.173839370845606,1252.85714285714,1077,45.8156424581006,47,92.6241179900764,86
"202",2011,"11-3050",287109.59,277272.92,260683.02,16589.9,229379.23,47893.69,0.17273122092125,1197.41935483871,1079,45.9378238341969,46,96.2477952769423,92
"203",2012,"11-3050",261404.6,261404.6,246581.27,14823.33,217821.05,43583.55,0.166728320771708,1305.88888888889,1177,46.0348837209302,46.5,94.4656342313793,92
"204",2013,"11-3050",282856.57,280523.89,268868.03,11655.86,232936.5,47587.39,0.169637566340606,1274.93939393939,1096,44.6436170212766,44,93.164050519904,91
"205",2014,"11-3050",559077.3,554460,550600.91,3859.09,437783.77,116676.23,0.210432186271327,1362.78260869565,1298,46.9421052631579,49,97.0296554665801,92
"206",2015,"11-3050",264952.89,264952.89,255047.53,9905.36,222499.8,42453.09,0.160228824075103,1664.36666666667,1519,46.3333333333333,46.5,94.3194764925946,92
"207",2016,"11-3050",286441.94,285125.96,280109.87,5016.09,216796.31,68329.65,0.23964724222235,1545.51428571429,1461.5,46.1493506493507,47,97.9665138172617,111
"208",2017,"11-3050",254082.47,254082.47,251043.25,3039.22,186473.18,67609.29,0.266091911024007,1865.42857142857,1846,45.978102189781,46,97.5483974553618,111
"209",2018,"11-3050",269294.22,269294.22,267662.61,1631.61,213069.33,56224.89,0.208786100199254,1746.35714285714,1381,46.25,48,96.6254365206947,92
"210",2019,"11-3050",285982.97,283183.39,275266.41,7916.98,220451.35,62732.04,0.221524433336291,1692.84210526316,1636.5,45.5324675324675,44.5,98.1140886829556,111
"211",2020,"11-3050",300777.4285,300777.4285,286848.1127,13929.3158,221483.552,79293.8765,0.263629744078353,1481.75862068966,1423,45.7266666666667,46,96.2329434264713,92
"212",2021,"11-3050",268656.6408,264312.7446,254966.4509,9346.2937,199251.781,65060.9636,0.246151443429111,1558,1470,46.1357142857143,47,95.8108196599612,91
"213",2022,"11-3050",286134.9,286134.9,286134.9,0,226161.85,59973.05,0.20959711660479,1969.53846153846,1700,46.734375,47,96.0031860846056,92
"214",2023,"11-3050",301439.08,297118.23,297118.23,0,244470.04,52648.19,0.177196094632093,1666.35,1471,46.4045801526718,47,92.638079460826,91.5
"215",2024,"11-3050",301084.9,301084.9,288008.03,13076.87,238856.21,62228.69,0.206681537333822,1666.35,1471,45.9029850746269,46,95.4592001458725,92
"216",2025,"11-3050",365811.72,358824.68,352406.61,6418.07,294552.14,64272.54,0.179119619085287,1666.35,1471,45.9241379310345,46,96.0313830419914,92
"217",2000,"11-3060",105600.64,105600.64,100332.11,5268.53,78435.26,27165.38,0.257246357597833,1097.6,1150.5,45.5714285714286,48,96.2945248248495,111
"218",2001,"11-3060",167473.92,167473.92,165918.02,1555.9,92732.39,74741.53,0.446287577194109,960.09375,775,40.1315789473684,41,100.76660885468,111
"219",2002,"11-3060",137879.12,125874.97,118421.66,7453.31,70558.25,55316.72,0.43945766183698,1019.61904761905,804.5,42.9148936170213,43,101.939499250725,111
"220",2003,"11-3060",165345.15,165345.15,162131.15,3214,88544.54,76800.61,0.464486620865505,1253.66666666667,1062.5,44.2641509433962,45.5,98.0922484270024,111
"221",2004,"11-3060",185639.18,185639.18,180377.86,5261.32,102941.92,82697.26,0.445473094634441,1176.25925925926,941.5,43.7107438016529,45,96.7726800991042,92
"222",2005,"11-3060",188982.28,188982.28,183656.3,5325.98,110640.77,78341.51,0.414544210176743,1046.58823529412,855,43.4809160305344,45,98.4630368519207,111
"223",2006,"11-3060",164130.34,164130.34,161523.11,2607.23,86947.69,77182.65,0.470252178847616,1074.47058823529,1019,44.5321100917431,46,94.9784378683429,92
"224",2007,"11-3060",132628.58,130714.85,124098.69,6616.16,80405.76,50309.09,0.38487662266376,1303.53333333333,1188.5,44.6483516483516,46.5,101.051971753783,111
"225",2008,"11-3060",188167.21,187040.61,185629.91,1410.7,102452.82,84587.79,0.452242911312148,1079.38461538462,940.5,45.6379310344828,46.5,96.2745564719876,92
"226",2009,"11-3060",212967.88,208797.01,197610.85,11186.16,108118.95,100678.06,0.482181521660679,1488.46666666667,1327,46.0492957746479,47,97.778414451433,111
"227",2010,"11-3060",223749.92,222153.48,204756.71,17396.77,100599.21,121554.27,0.547163474549217,1193.04545454545,1298,46.5472972972973,48,98.0974723420943,111
"228",2011,"11-3060",243555.83,240445.52,220260.67,20184.85,118231.87,122213.65,0.508280004551551,1240.17857142857,1080,45.3381294964029,48,100.425261531178,111
"229",2012,"11-3060",207332.45,207332.45,205148.06,2184.39,108290.46,99041.99,0.477696520732765,1277.11111111111,1221,45.5555555555556,48,98.303277948049,111
"230",2013,"11-3060",199324.2,195889.93,190185.82,5704.11,102398.1,93491.83,0.47726715712237,1715.17647058824,1635,45.4864864864865,45.5,103.090384993246,111
"231",2014,"11-3060",471119.47,471119.47,453067.93,18051.54,236830.3,234289.17,0.497303093841568,1480.13636363636,1283.5,45.484126984127,46,101.917081966491,111
"232",2015,"11-3060",205622.45,205622.45,198585.06,7037.39,113184.87,92437.58,0.449550036973103,1329.3125,1298,46.1209677419355,46,100.149566207386,111
"233",2016,"11-3060",214715.69,214715.69,212179.38,2536.31,100955.72,113759.97,0.529816754425352,1234,1009.5,48,50,103.188621940018,111
"234",2017,"11-3060",195636.15,195636.15,190168.48,5467.67,81436.26,114199.89,0.583736134656095,1171.58333333333,904,44.6666666666667,46,103.242725897029,111
"235",2018,"11-3060",201715.19,200020.69,191565.15,8455.54,115941.81,84078.88,0.420350914697875,1252.40909090909,1390,44.8035714285714,44,104.80503286935,111
"236",2019,"11-3060",205864.71,205864.71,205864.71,0,119313.22,86551.49,0.420428979789688,1700.84210526316,1528.5,44.7155963302752,46,103.585721807298,111
"237",2020,"11-3060",248236.3368,248236.3368,248236.3368,0,164905.4946,83330.8422,0.335691556176718,1500.7,940,46.7211538461538,48.5,99.9874760861359,111
"238",2021,"11-3060",235013.8288,234286.4935,221387.3898,12899.1037,125411.1116,108875.3819,0.464710450327347,1675.06666666667,1692.5,47.4242424242424,47.5,102.462111411045,111
"239",2022,"11-3060",236884.49,235961.71,235961.71,0,115126.79,120834.92,0.512095458199553,1764.11111111111,1380.5,47.6930693069307,49.5,102.942522072755,111
"240",2023,"11-3060",244158,244158,244158,0,126539.5,117618.5,0.481731092161633,1879.35294117647,1586,46.7676767676768,49,102.211250665553,111
"241",2024,"11-3060",220941.79,220941.79,217914.83,3026.96,128104.09,92837.7,0.420190766083682,1879.35294117647,1586,44.7311827956989,46.5,103.663722693656,111
"242",2025,"11-3060",222725.87,222725.87,216760.94,5964.93,115876.75,106849.12,0.479733764200809,1879.35294117647,1586,46.1279069767442,45,103.649495723151,111
"243",2003,"11-3070",234593.89,234593.89,227659.46,6934.43,190113.08,44480.81,0.189607708879375,886.488372093023,825,42.0204081632653,41,83.696821814072,81
"244",2004,"11-3070",242363.68,242363.68,230252.83,12110.85,199209.28,43154.4,0.178056382045363,820.068181818182,611.5,43.375796178344,44,83.5463752654688,81
"245",2005,"11-3070",246808.39,246808.39,233301.77,13506.62,229381.93,17426.46,0.0706072431330231,990.863636363636,875,41.7012195121951,43,84.925847131858,81
"246",2006,"11-3070",252569.25,249926.22,244800.09,5126.13,211377.82,38548.4,0.154239119048814,856.05,766,41.1657142857143,41.5,84.8132092743211,81
"247",2007,"11-3070",257935.68,254114.61,246024.11,8090.5,217213.1,36901.51,0.145216010995983,1002.46153846154,808.5,43.6496815286624,44,85.0513382524523,81
"248",2008,"11-3070",239524.88,233257.11,231614.95,1642.16,189757.96,43499.15,0.186485848169859,927.925925925926,865,42.7152317880795,42,84.3158450346915,81
"249",2009,"11-3070",239412.83,238570.2,226305.91,12264.29,195675.7,42894.5,0.179798231296281,978.269230769231,788,43.2960526315789,44,86.9518012308327,81
"250",2010,"11-3070",289866.08,285578.21,254616.86,30961.35,244983.74,40594.47,0.142148345281666,1251.57692307692,990,44.3459459459459,45,86.5651565292744,81
"251",2011,"11-3070",237628.7,237628.7,227005.75,10622.95,204627.01,33001.69,0.138879226288744,1091.28571428571,877,43.0914634146341,45,87.0365835019086,81
"252",2012,"11-3070",309702.17,307756.91,288626.41,19130.5,261754.29,46002.62,0.149477131155236,1130.22222222222,1000,45.3575129533679,47,87.4112135126389,81
"253",2013,"11-3070",263499.98,263499.98,249662.21,13837.77,201914.31,61585.67,0.233721725519676,1226.28,1135,45.1437125748503,46,88.6660428589027,81
"254",2014,"11-3070",491086.46,490398.63,474505.39,15893.24,388272.25,102126.38,0.208251764488004,985.428571428571,813.5,43.4144736842105,44,88.9930442709434,81
"255",2015,"11-3070",254627.56,254284.44,245355.52,8928.92,218623.97,35660.47,0.140238506139031,1057.25,875,45.25625,43.5,88.1897138102512,81
"256",2016,"11-3070",325282.07,323340.36,311349.4,11990.96,263852.94,59487.42,0.183977713144131,1206.875,884.5,45.0404624277457,43,89.8447224157232,81
"257",2017,"11-3070",297024.32,297024.32,292487.09,4537.23,228624.12,68400.2,0.230284846708849,1233.56,1176.5,46.3235294117647,46.5,91.539057239488,81
"258",2018,"11-3070",283183.92,283183.92,277480.09,5703.83,225877.48,57306.44,0.202364738788841,1337.625,1326.5,45.1275167785235,47.5,92.8834519276378,91
"259",2019,"11-3070",263026.56,263026.56,261257.89,1768.67,217611.77,45414.79,0.172662372955796,1108.20689655172,944,44.3649635036496,43,90.0883943811606,81
"260",2020,"11-3070",328760.8519,325589.4714,313171.9901,12417.4813,247979.8463,77609.6251,0.238366507265382,1146.04,971,44.281045751634,43.5,89.9820935435199,81
"261",2021,"11-3070",357273.7105,357273.7105,335453.7455,21819.965,256582.5202,100691.1903,0.281832072556035,1260.5,1055.5,44.5084745762712,46,88.6376928839269,81
"262",2022,"11-3070",336233.2,336233.2,331407.86,4825.34,266352.65,69880.55,0.207833580978916,1013.64,894,43.4,41,90.2077674364101,81
"263",2023,"11-3070",383624.57,383624.57,377009.75,6614.82,321889.5,61735.07,0.160925745710187,1501.17647058824,1206,45.4938271604938,45,90.8087708250804,81
"264",2024,"11-3070",359010.75,355706.92,343246.64,12460.28,284645.79,71061.13,0.199774381673542,1501.17647058824,1206,43.3913043478261,44.5,89.7568521298377,81
"265",2025,"11-3070",436148.03,436148.03,435021.99,1126.04,347947.22,88200.81,0.202226776078755,1501.17647058824,1206,44.698224852071,44,89.7696304394634,81
"266",2011,"11-3110",29107.68,29107.68,29107.68,0,8558.44,20549.24,0.705973131489696,663.5,96,44.25,44,105.909049433002,111
"267",2012,"11-3110",23491.63,23491.63,23491.63,0,11215.9,12275.73,0.522557608816417,1565,1400,38.5,33.5,109.158553493308,111
"268",2013,"11-3110",26130.05,26130.05,26130.05,0,5735.72,20394.33,0.78049334004336,1151,865,46.7333333333333,48.5,108.159614313788,111
"269",2014,"11-3110",32203.46,32203.46,32203.46,0,13942.27,18261.19,0.567056769676302,1151,865,49.7,47.5,107.629136434408,111
"270",2015,"11-3110",28778.75,28778.75,26804.35,1974.4,5941.7,22837.05,0.793538635277766,752.666666666667,475,46.7142857142857,50.5,101.595149546106,111
"271",2016,"11-3110",23271.64,23271.64,23271.64,0,1074.33,22197.31,0.953835226051967,1086.5,788,43.1538461538462,43.5,97.224804526024,101.5
"272",2017,"11-3110",16427.7,16427.7,16427.7,0,3006.17,13421.53,0.817006032493897,1086.5,788,44.5714285714286,45.5,99.0191043177073,96
"273",2018,"11-3110",25485.24,25485.24,25485.24,0,2761.3,22723.94,0.891651010545712,1086.5,788,46.7,47.5,102.124113408389,111
"274",2019,"11-3110",18199.35,18199.35,15569.1,2630.25,9502.13,8697.22,0.477886298137021,1086.5,788,49.9090909090909,44.5,109.916123927503,111
"275",2020,"11-3110",34142.9477,32685.3437,29908.9535,2776.3902,1870.9745,30814.3692,0.942757998289001,1153.33333333333,905,47.75,44,93.934160144689,101
"276",2021,"11-3110",14460.6348,14460.6348,14460.6348,0,2689.0749,11771.5599,0.814041711363875,1216.25,1153.5,42.8888888888889,40.5,100.532116466976,101.5
"277",2022,"11-3110",14021.85,14021.85,14021.85,0,4469.42,9552.43,0.681253186990304,750,750,44,42.5,118.062925362916,117
"278",2023,"11-3110",6655.08,6655.08,6655.08,0,1739.09,4915.99,0.738682329889348,750,750,53.6666666666667,45,98.1370547010705,92
"279",2024,"11-3110",3038.36,3038.36,3038.36,0,1155.96,1882.4,0.619544754406983,750,750,49.4,36.5,114.559288563567,111
"280",2025,"11-3110",14291.04,14291.04,14291.04,0,6438.84,7852.2,0.549449165351157,750,750,45.2857142857143,50.5,107.616519861396,101.5
"281",2000,"11-3120",267337.64,267337.64,263694.9,3642.74,105516.4,161821.24,0.605306607778837,821.5,774.5,42.216,42.5,99.9147582809514,111
"282",2001,"11-3120",209456.67,207934.63,200257.79,7676.84,66729.32,141205.31,0.679085104775477,985.075,819.5,41.6047904191617,41,101.807574380468,111
"283",2002,"11-3120",231145.58,231145.58,218243.99,12901.59,82664.92,148480.66,0.642368588661743,971.309523809524,882.5,43.3954802259887,44,103.129583875236,111
"284",2003,"11-3120",262819.91,262467.98,249006.11,13461.87,92606.98,169861,0.647168466035362,1155.23529411765,1096.5,42.9663461538462,43,101.582638346971,111
"285",2004,"11-3120",296429.55,292540.97,278856.32,13684.65,96290.56,196250.41,0.670847608114514,1167.17741935484,936,43.8577981651376,45,101.966088134595,111
"286",2005,"11-3120",306637.12,304299.23,291499.8,12799.43,84782.07,219517.16,0.721385854311889,1415.19444444444,1346,44.1990740740741,45,102.085534557547,111
"287",2006,"11-3120",269649.77,269649.77,260743.14,8906.63,84613.29,185036.48,0.686210412862581,1284.93023255814,1058,42.8535353535354,44,102.384105130147,111
