"","occ_code","occ_title","occ_group","tot_emp","emp_prse","year"
"19884","35-3023","Fast Food and Counter Workers","detailed",3996820,0.6,2019
"19885","35-3030","Waiters and Waitresses","broad",2579020,0.5,2019
"19886","35-3031","Waiters and Waitresses","detailed",2579020,0.5,2019
"19887","35-3040","Food Servers, Nonrestaurant","broad",277580,1.4,2019
"19888","35-3041","Food Servers, Nonrestaurant","detailed",277580,1.4,2019
"19889","35-9000","Other Food Preparation and Serving Related Workers","minor",1487290,0.7,2019
"19890","35-9010","Dining Room and Cafeteria Attendants and Bartender Helpers","broad",477270,1.4,2019
"19891","35-9011","Dining Room and Cafeteria Attendants and Bartender Helpers","detailed",477270,1.4,2019
"19892","35-9020","Dishwashers","broad",514330,1,2019
"19893","35-9021","Dishwashers","detailed",514330,1,2019
"19894","35-9030","Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","broad",423380,1.4,2019
"19895","35-9031","Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","detailed",423380,1.4,2019
"19896","35-9090","Miscellaneous Food Preparation and Serving Related Workers","broad",72300,4.2,2019
"19897","35-9099","Food Preparation and Serving Related Workers, All Other","detailed",72300,4.2,2019
"19898","37-0000","Building and Grounds Cleaning and Maintenance Occupations","major",4429100,0.3,2019
"19899","37-1000","Supervisors of Building and Grounds Cleaning and Maintenance Workers","minor",259140,1,2019
"19900","37-1010","First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers","broad",259140,1,2019
"19901","37-1011","First-Line Supervisors of Housekeeping and Janitorial Workers","detailed",155550,1.1,2019
"19902","37-1012","First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","detailed",103580,1.7,2019
"19903","37-2000","Building Cleaning and Pest Control Workers","minor",3170010,0.4,2019
"19904","37-2010","Building Cleaning Workers","broad",3090570,0.4,2019
"19905","37-2011","Janitors and Cleaners, Except Maids and Housekeeping Cleaners","detailed",2145450,0.5,2019
"19906","37-2012","Maids and Housekeeping Cleaners","detailed",926960,0.8,2019
"19907","37-2019","Building Cleaning Workers, All Other","detailed",18150,9.7,2019
"19908","37-2020","Pest Control Workers","broad",79450,1.6,2019
"19909","37-2021","Pest Control Workers","detailed",79450,1.6,2019
"19910","37-3000","Grounds Maintenance Workers","minor",999960,0.6,2019
"19911","37-3010","Grounds Maintenance Workers","broad",999960,0.6,2019
"19912","37-3011","Landscaping and Groundskeeping Workers","detailed",912660,0.6,2019
"19913","37-3012","Pesticide Handlers, Sprayers, and Applicators, Vegetation","detailed",25780,5,2019
"19914","37-3013","Tree Trimmers and Pruners","detailed",47210,5.2,2019
"19915","37-3019","Grounds Maintenance Workers, All Other","detailed",14310,4.4,2019
"19916","39-0000","Personal Care and Service Occupations","major",3303200,0.5,2019
"19917","39-1000","Supervisors of Personal Care and Service Workers","minor",247100,1,2019
"19918","39-1013","First-Line Supervisors of Gambling Services Workers","detailed",29420,2.8,2019
"19919","39-1098","First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services","detailed",217680,1,2019
"19920","39-2000","Animal Care and Service Workers","minor",228980,1.4,2019
"19921","39-2010","Animal Trainers","broad",16530,5.9,2019
"19922","39-2011","Animal Trainers","detailed",16530,5.9,2019
"19923","39-2020","Animal Caretakers","broad",212450,1.4,2019
"19924","39-2021","Animal Caretakers","detailed",212450,1.4,2019
"19925","39-3000","Entertainment Attendants and Related Workers","minor",628090,1.7,2019
"19926","39-3010","Gambling Services Workers","broad",119330,2.6,2019
"19927","39-3011","Gambling Dealers","detailed",98890,2.8,2019
"19928","39-3012","Gambling and Sports Book Writers and Runners","detailed",9970,7.5,2019
"19929","39-3019","Gambling Service Workers, All Other","detailed",10470,4.5,2019
"19930","39-3020","Motion Picture Projectionists","broad",4540,9.2,2019
"19931","39-3021","Motion Picture Projectionists","detailed",4540,9.2,2019
"19932","39-3030","Ushers, Lobby Attendants, and Ticket Takers","broad",138160,2.4,2019
"19933","39-3031","Ushers, Lobby Attendants, and Ticket Takers","detailed",138160,2.4,2019
"19934","39-3090","Miscellaneous Entertainment Attendants and Related Workers","broad",366050,2.6,2019
"19935","39-3091","Amusement and Recreation Attendants","detailed",338110,2.6,2019
"19936","39-3092","Costume Attendants","detailed",7460,9.9,2019
"19937","39-3093","Locker Room, Coatroom, and Dressing Room Attendants","detailed",15990,3.6,2019
"19938","39-3099","Entertainment Attendants and Related Workers, All Other","detailed",4500,9.8,2019
"19939","39-4011","Embalmers","detailed",3890,7.7,2019
"19940","39-4020","Funeral Attendants","broad",34370,2.7,2019
"19941","39-4021","Funeral Attendants","detailed",34370,2.7,2019
"19942","39-4030","Morticians, Undertakers, and Funeral Arrangers","broad",25440,3.2,2019
"19943","39-4031","Morticians, Undertakers, and Funeral Arrangers","detailed",25440,3.2,2019
"19944","39-5000","Personal Appearance Workers","minor",589960,0.8,2019
"19945","39-5010","Barbers, Hairdressers, Hairstylists and Cosmetologists","broad",405990,1.5,2019
"19946","39-5011","Barbers","detailed",20030,8.6,2019
"19947","39-5012","Hairdressers, Hairstylists, and Cosmetologists","detailed",385960,1.5,2019
"19948","39-5090","Miscellaneous Personal Appearance Workers","broad",183970,2.7,2019
"19949","39-5091","Makeup Artists, Theatrical and Performance","detailed",3400,12.5,2019
"19950","39-5092","Manicurists and Pedicurists","detailed",111780,4,2019
"19951","39-5093","Shampooers","detailed",12120,5.7,2019
"19952","39-5094","Skincare Specialists","detailed",56660,3.5,2019
"19953","39-6000","Baggage Porters, Bellhops, and Concierges","minor",81460,2.3,2019
"19954","39-6010","Baggage Porters, Bellhops, and Concierges","broad",81460,2.3,2019
"19955","39-6011","Baggage Porters and Bellhops","detailed",39790,2.5,2019
"19956","39-6012","Concierges","detailed",41670,3.8,2019
"19957","39-7000","Tour and Travel Guides","minor",48710,2.8,2019
"19958","39-7010","Tour and Travel Guides","detailed",48710,2.8,2019
"19959","39-7010","Tour and Travel Guides","broad",48710,2.8,2019
"19960","39-9010","Childcare Workers","broad",561520,1.2,2019
"19961","39-9011","Childcare Workers","detailed",561520,1.2,2019
"19962","39-9030","Recreation and Fitness Workers","broad",684240,0.8,2019
"19963","39-9031","Exercise Trainers and Group Fitness Instructors","detailed",325500,1.2,2019
"19964","39-9032","Recreation Workers","detailed",358750,1.1,2019
"19965","39-9040","Residential Advisors","broad",107930,2.6,2019
"19966","39-9041","Residential Advisors","detailed",107930,2.6,2019
"19967","39-9098","Crematory Operators and Personal Care and Service Workers, All Other","detailed",61510,3.5,2019
"19968","41-0000","Sales and Related Occupations","major",14371410,0.2,2019
"19969","41-1000","Supervisors of Sales Workers","minor",1420990,0.4,2019
"19970","41-1010","First-Line Supervisors of Sales Workers","broad",1420990,0.4,2019
"19971","41-1011","First-Line Supervisors of Retail Sales Workers","detailed",1171900,0.5,2019
"19972","41-1012","First-Line Supervisors of Non-Retail Sales Workers","detailed",249090,0.9,2019
"19973","41-2000","Retail Sales Workers","minor",8603590,0.3,2019
"19974","41-2010","Cashiers","broad",3617910,0.6,2019
"19975","41-2011","Cashiers","detailed",3596630,0.6,2019
"19976","41-2012","Gambling Change Persons and Booth Cashiers","detailed",21290,5.5,2019
"19977","41-2020","Counter and Rental Clerks and Parts Salespersons","broad",667730,0.8,2019
"19978","41-2021","Counter and Rental Clerks","detailed",411560,1.2,2019
"19979","41-2022","Parts Salespersons","detailed",256170,1.2,2019
"19980","41-2030","Retail Salespersons","broad",4317950,0.5,2019
"19981","41-2031","Retail Salespersons","detailed",4317950,0.5,2019
"19982","41-3000","Sales Representatives, Services","minor",2084000,0.5,2019
"19983","41-3010","Advertising Sales Agents","broad",129740,2.3,2019
"19984","41-3011","Advertising Sales Agents","detailed",129740,2.3,2019
"19985","41-3020","Insurance Sales Agents","broad",410050,1.1,2019
"19986","41-3021","Insurance Sales Agents","detailed",410050,1.1,2019
"19987","41-3030","Securities, Commodities, and Financial Services Sales Agents","broad",437880,1.2,2019
"19988","41-3031","Securities, Commodities, and Financial Services Sales Agents","detailed",437880,1.2,2019
"19989","41-3040","Travel Agents","broad",66670,2.3,2019
"19990","41-3041","Travel Agents","detailed",66670,2.3,2019
"19991","41-3090","Miscellaneous Sales Representatives, Services","broad",1039670,0.8,2019
"19992","41-3091","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","detailed",1039670,0.8,2019
"19993","41-4000","Sales Representatives, Wholesale and Manufacturing","minor",1651500,0.6,2019
"19994","41-4010","Sales Representatives, Wholesale and Manufacturing","broad",1651500,0.6,2019
"19995","41-4011","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","detailed",306980,2.2,2019
"19996","41-4012","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","detailed",1344530,0.5,2019
"19997","41-9000","Other Sales and Related Workers","minor",611330,1.2,2019
"19998","41-9010","Models, Demonstrators, and Product Promoters","broad",80080,4,2019
"19999","41-9011","Demonstrators and Product Promoters","detailed",77760,4,2019
"20000","41-9012","Models","detailed",2320,22.7,2019
"20001","41-9020","Real Estate Brokers and Sales Agents","broad",205060,1.6,2019
"20002","41-9021","Real Estate Brokers","detailed",42730,4,2019
"20003","41-9022","Real Estate Sales Agents","detailed",162330,1.8,2019
"20004","41-9030","Sales Engineers","broad",63550,3.5,2019
"20005","41-9031","Sales Engineers","detailed",63550,3.5,2019
"20006","41-9040","Telemarketers","broad",134800,3.2,2019
"20007","41-9041","Telemarketers","detailed",134800,3.2,2019
"20008","41-9090","Miscellaneous Sales and Related Workers","broad",127850,1.7,2019
"20009","41-9091","Door-to-Door Sales Workers, News and Street Vendors, and Related Workers","detailed",8930,8.1,2019
"20010","41-9099","Sales and Related Workers, All Other","detailed",118910,1.7,2019
"20011","43-0000","Office and Administrative Support Occupations","major",19528250,0.2,2019
"20012","43-1000","Supervisors of Office and Administrative Support Workers","minor",1487870,0.3,2019
"20013","43-1010","First-Line Supervisors of Office and Administrative Support Workers","broad",1487870,0.3,2019
"20014","43-1011","First-Line Supervisors of Office and Administrative Support Workers","detailed",1487870,0.3,2019
"20015","43-2000","Communications Equipment Operators","minor",76030,2.6,2019
"20016","43-2010","Switchboard Operators, Including Answering Service","broad",68050,2.8,2019
"20017","43-2011","Switchboard Operators, Including Answering Service","detailed",68050,2.8,2019
"20018","43-2020","Telephone Operators","broad",4740,5.6,2019
"20019","43-2021","Telephone Operators","detailed",4740,5.6,2019
"20020","43-2090","Miscellaneous Communications Equipment Operators","broad",3240,12.1,2019
"20021","43-2099","Communications Equipment Operators, All Other","detailed",3240,12.1,2019
"20022","43-3000","Financial Clerks","minor",2910660,0.3,2019
"20023","43-3010","Bill and Account Collectors","broad",235870,1.6,2019
"20024","43-3011","Bill and Account Collectors","detailed",235870,1.6,2019
"20025","43-3020","Billing and Posting Clerks","broad",466450,0.8,2019
"20026","43-3021","Billing and Posting Clerks","detailed",466450,0.8,2019
"20027","43-3030","Bookkeeping, Accounting, and Auditing Clerks","broad",1512660,0.4,2019
"20028","43-3031","Bookkeeping, Accounting, and Auditing Clerks","detailed",1512660,0.4,2019
"20029","43-3040","Gambling Cage Workers","broad",14330,3.3,2019
"20030","43-3041","Gambling Cage Workers","detailed",14330,3.3,2019
"20031","43-3050","Payroll and Timekeeping Clerks","broad",142700,1,2019
"20032","43-3051","Payroll and Timekeeping Clerks","detailed",142700,1,2019
"20033","43-3060","Procurement Clerks","broad",66030,1.4,2019
"20034","43-3061","Procurement Clerks","detailed",66030,1.4,2019
"20035","43-3070","Tellers","broad",442120,0.9,2019
"20036","43-3071","Tellers","detailed",442120,0.9,2019
"20037","43-3090","Miscellaneous Financial Clerks","broad",30500,3.7,2019
"20038","43-3099","Financial Clerks, All Other","detailed",30500,3.7,2019
"20039","43-4000","Information and Record Clerks","minor",5780040,0.3,2019
"20040","43-4010","Brokerage Clerks","broad",47990,2.7,2019
"20041","43-4011","Brokerage Clerks","detailed",47990,2.7,2019
"20042","43-4020","Correspondence Clerks","broad",6250,5.8,2019
"20043","43-4021","Correspondence Clerks","detailed",6250,5.8,2019
"20044","43-4030","Court, Municipal, and License Clerks","broad",154020,0.8,2019
"20045","43-4031","Court, Municipal, and License Clerks","detailed",154020,0.8,2019
"20046","43-4040","Credit Authorizers, Checkers, and Clerks","broad",26700,3.2,2019
"20047","43-4041","Credit Authorizers, Checkers, and Clerks","detailed",26700,3.2,2019
"20048","43-4050","Customer Service Representatives","broad",2919230,0.5,2019
"20049","43-4051","Customer Service Representatives","detailed",2919230,0.5,2019
"20050","43-4060","Eligibility Interviewers, Government Programs","broad",139780,3.4,2019
"20051","43-4061","Eligibility Interviewers, Government Programs","detailed",139780,3.4,2019
"20052","43-4070","File Clerks","broad",102300,1.5,2019
"20053","43-4071","File Clerks","detailed",102300,1.5,2019
"20054","43-4080","Hotel, Motel, and Resort Desk Clerks","broad",267940,1.1,2019
"20055","43-4081","Hotel, Motel, and Resort Desk Clerks","detailed",267940,1.1,2019
"20056","43-4110","Interviewers, Except Eligibility and Loan","broad",188570,1.4,2019
"20057","43-4111","Interviewers, Except Eligibility and Loan","detailed",188570,1.4,2019
"20058","43-4120","Library Assistants, Clerical","broad",85910,1.2,2019
"20059","43-4121","Library Assistants, Clerical","detailed",85910,1.2,2019
"20060","43-4130","Loan Interviewers and Clerks","broad",208530,1.5,2019
"20061","43-4131","Loan Interviewers and Clerks","detailed",208530,1.5,2019
"20062","43-4140","New Accounts Clerks","broad",43420,3.1,2019
"20063","43-4141","New Accounts Clerks","detailed",43420,3.1,2019
"20064","43-4150","Order Clerks","broad",137180,2.5,2019
"20065","43-4151","Order Clerks","detailed",137180,2.5,2019
"20066","43-4160","Human Resources Assistants, Except Payroll and Timekeeping","broad",117340,1.2,2019
"20067","43-4161","Human Resources Assistants, Except Payroll and Timekeeping","detailed",117340,1.2,2019
"20068","43-4170","Receptionists and Information Clerks","broad",1057370,0.6,2019
"20069","43-4171","Receptionists and Information Clerks","detailed",1057370,0.6,2019
"20070","43-4180","Reservation and Transportation Ticket Agents and Travel Clerks","broad",123660,3,2019
"20071","43-4181","Reservation and Transportation Ticket Agents and Travel Clerks","detailed",123660,3,2019
"20072","43-4190","Miscellaneous Information and Record Clerks","broad",153850,0.9,2019
"20073","43-4199","Information and Record Clerks, All Other","detailed",153850,0.9,2019
"20074","43-5000","Material Recording, Scheduling, Dispatching, and Distributing Workers","minor",2155080,0.4,2019
"20075","43-5010","Cargo and Freight Agents","broad",95810,2.4,2019
"20076","43-5011","Cargo and Freight Agents","detailed",95810,2.4,2019
"20077","43-5020","Couriers and Messengers","broad",74720,2.5,2019
"20078","43-5021","Couriers and Messengers","detailed",74720,2.5,2019
"20079","43-5030","Dispatchers","broad",294680,1.1,2019
"20080","43-5031","Public Safety Telecommunicators","detailed",95320,0.9,2019
"20081","43-5032","Dispatchers, Except Police, Fire, and Ambulance","detailed",199360,1.5,2019
"20082","43-5040","Meter Readers, Utilities","broad",30450,3.8,2019
"20083","43-5041","Meter Readers, Utilities","detailed",30450,3.8,2019
"20084","43-5050","Postal Service Workers","broad",523220,0,2019
"20085","43-5051","Postal Service Clerks","detailed",81170,0,2019
"20086","43-5052","Postal Service Mail Carriers","detailed",339650,0,2019
"20087","43-5053","Postal Service Mail Sorters, Processors, and Processing Machine Operators","detailed",102390,0,2019
"20088","43-5060","Production, Planning, and Expediting Clerks","broad",370380,0.9,2019
"20089","43-5061","Production, Planning, and Expediting Clerks","detailed",370380,0.9,2019
"20090","43-5070","Shipping, Receiving, and Inventory Clerks","broad",704910,0.7,2019
"20091","43-5071","Shipping, Receiving, and Inventory Clerks","detailed",704910,0.7,2019
"20092","43-5110","Weighers, Measurers, Checkers, and Samplers, Recordkeeping","broad",60920,2.3,2019
"20093","43-5111","Weighers, Measurers, Checkers, and Samplers, Recordkeeping","detailed",60920,2.3,2019
"20094","43-6000","Secretaries and Administrative Assistants","minor",3353950,0.3,2019
"20095","43-6010","Secretaries and Administrative Assistants","broad",3353950,0.3,2019
"20096","43-6011","Executive Secretaries and Executive Administrative Assistants","detailed",542690,0.6,2019
"20097","43-6012","Legal Secretaries and Administrative Assistants","detailed",168140,1.7,2019
"20098","43-6013","Medical Secretaries and Administrative Assistants","detailed",604780,0.8,2019
"20099","43-6014","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","detailed",2038340,0.4,2019
"20100","43-9000","Other Office and Administrative Support Workers","minor",3764620,0.4,2019
"20101","43-9020","Data Entry and Information Processing Workers","broad",207390,1.6,2019
"20102","43-9021","Data Entry Keyers","detailed",159930,1.8,2019
"20103","43-9022","Word Processors and Typists","detailed",47460,2.9,2019
"20104","43-9030","Desktop Publishers","broad",8740,5,2019
"20105","43-9031","Desktop Publishers","detailed",8740,5,2019
"20106","43-9040","Insurance Claims and Policy Processing Clerks","broad",257000,1.9,2019
"20107","43-9041","Insurance Claims and Policy Processing Clerks","detailed",257000,1.9,2019
"20108","43-9050","Mail Clerks and Mail Machine Operators, Except Postal Service","broad",83580,2.5,2019
"20109","43-9051","Mail Clerks and Mail Machine Operators, Except Postal Service","detailed",83580,2.5,2019
"20110","43-9060","Office Clerks, General","broad",2956060,0.5,2019
"20111","43-9061","Office Clerks, General","detailed",2956060,0.5,2019
"20112","43-9070","Office Machine Operators, Except Computer","broad",45960,3.2,2019
"20113","43-9071","Office Machine Operators, Except Computer","detailed",45960,3.2,2019
"20114","43-9080","Proofreaders and Copy Markers","broad",7730,6.1,2019
"20115","43-9081","Proofreaders and Copy Markers","detailed",7730,6.1,2019
"20116","43-9110","Statistical Assistants","broad",9810,3.6,2019
"20117","43-9111","Statistical Assistants","detailed",9810,3.6,2019
"20118","43-9190","Miscellaneous Office and Administrative Support Workers","broad",188360,1.2,2019
"20119","43-9199","Office and Administrative Support Workers, All Other","detailed",188360,1.2,2019
"20120","45-0000","Farming, Fishing, and Forestry Occupations","major",484750,1.3,2019
"20121","45-1000","Supervisors of Farming, Fishing, and Forestry Workers","minor",22560,2.7,2019
"20122","45-1010","First-Line Supervisors of Farming, Fishing, and Forestry Workers","broad",22560,2.7,2019
"20123","45-1011","First-Line Supervisors of Farming, Fishing, and Forestry Workers","detailed",22560,2.7,2019
"20124","45-2000","Agricultural Workers","minor",415390,1.4,2019
"20125","45-2010","Agricultural Inspectors","broad",13760,3.6,2019
"20126","45-2011","Agricultural Inspectors","detailed",13760,3.6,2019
"20127","45-2020","Animal Breeders","broad",1610,10.4,2019
"20128","45-2021","Animal Breeders","detailed",1610,10.4,2019
"20129","45-2040","Graders and Sorters, Agricultural Products","broad",34340,4.4,2019
"20130","45-2041","Graders and Sorters, Agricultural Products","detailed",34340,4.4,2019
"20131","45-2090","Miscellaneous Agricultural Workers","broad",365680,1.6,2019
"20132","45-2091","Agricultural Equipment Operators","detailed",26990,4.1,2019
"20133","45-2092","Farmworkers and Laborers, Crop, Nursery, and Greenhouse","detailed",295520,2,2019
"20134","45-2093","Farmworkers, Farm, Ranch, and Aquacultural Animals","detailed",36630,3,2019
"20135","45-2099","Agricultural Workers, All Other","detailed",6540,8.6,2019
"20136","45-4000","Forest, Conservation, and Logging Workers","minor",44720,2.4,2019
"20137","45-4010","Forest and Conservation Workers","broad",6760,5.1,2019
"20138","45-4011","Forest and Conservation Workers","detailed",6760,5.1,2019
"20139","45-4020","Logging Workers","broad",37960,2.6,2019
"20140","45-4021","Fallers","detailed",4890,12.7,2019
"20141","45-4022","Logging Equipment Operators","detailed",26030,3.1,2019
"20142","45-4023","Log Graders and Scalers","detailed",3300,5,2019
"20143","45-4029","Logging Workers, All Other","detailed",3750,8.7,2019
"20144","47-0000","Construction and Extraction Occupations","major",6194140,0.3,2019
"20145","47-1000","Supervisors of Construction and Extraction Workers","minor",626180,0.6,2019
"20146","47-1010","First-Line Supervisors of Construction Trades and Extraction Workers","broad",626180,0.6,2019
"20147","47-1011","First-Line Supervisors of Construction Trades and Extraction Workers","detailed",626180,0.6,2019
"20148","47-2000","Construction Trades Workers","minor",4617440,0.3,2019
"20149","47-2010","Boilermakers","broad",15820,7.4,2019
"20150","47-2011","Boilermakers","detailed",15820,7.4,2019
"20151","47-2020","Brickmasons, Blockmasons, and Stonemasons","broad",73040,2.2,2019
"20152","47-2021","Brickmasons and Blockmasons","detailed",60650,2.4,2019
"20153","47-2022","Stonemasons","detailed",12390,7.1,2019
"20154","47-2030","Carpenters","broad",734170,0.8,2019
"20155","47-2031","Carpenters","detailed",734170,0.8,2019
"20156","47-2040","Carpet, Floor, and Tile Installers and Finishers","broad",87700,2.6,2019
"20157","47-2041","Carpet Installers","detailed",26010,5.1,2019
"20158","47-2042","Floor Layers, Except Carpet, Wood, and Hard Tiles","detailed",16290,7,2019
"20159","47-2043","Floor Sanders and Finishers","detailed",4940,9.6,2019
"20160","47-2044","Tile and Stone Setters","detailed",40470,3.9,2019
"20161","47-2050","Cement Masons, Concrete Finishers, and Terrazzo Workers","broad",199090,1.6,2019
"20162","47-2051","Cement Masons and Concrete Finishers","detailed",196120,1.6,2019
"20163","47-2053","Terrazzo Workers and Finishers","detailed",2970,11.1,2019
"20164","47-2060","Construction Laborers","broad",1020350,0.7,2019
"20165","47-2061","Construction Laborers","detailed",1020350,0.7,2019
"20166","47-2070","Construction Equipment Operators","broad",455050,0.8,2019
"20167","47-2071","Paving, Surfacing, and Tamping Equipment Operators","detailed",45770,3.1,2019
"20168","47-2072","Pile Driver Operators","detailed",3540,8.4,2019
"20169","47-2073","Operating Engineers and Other Construction Equipment Operators","detailed",405750,0.8,2019
"20170","47-2080","Drywall Installers, Ceiling Tile Installers, and Tapers","broad",120820,2.5,2019
"20171","47-2081","Drywall and Ceiling Tile Installers","detailed",102850,2.6,2019
"20172","47-2082","Tapers","detailed",17970,5,2019
"20173","47-2110","Electricians","broad",688620,0.9,2019
"20174","47-2111","Electricians","detailed",688620,0.9,2019
"20175","47-2120","Glaziers","broad",52400,3.7,2019
"20176","47-2121","Glaziers","detailed",52400,3.7,2019
"20177","47-2130","Insulation Workers","broad",60220,3.5,2019
"20178","47-2131","Insulation Workers, Floor, Ceiling, and Wall","detailed",33550,5.2,2019
"20179","47-2132","Insulation Workers, Mechanical","detailed",26670,4.5,2019
"20180","47-2140","Painters and Paperhangers","broad",236140,1.3,2019
"20181","47-2141","Painters, Construction and Maintenance","detailed",232760,1.3,2019
"20182","47-2142","Paperhangers","detailed",3380,16.4,2019
"20183","47-2150","Pipelayers, Plumbers, Pipefitters, and Steamfitters","broad",479140,1.1,2019
"20184","47-2151","Pipelayers","detailed",36270,3.7,2019
"20185","47-2152","Plumbers, Pipefitters, and Steamfitters","detailed",442870,1.1,2019
"20186","47-2160","Plasterers and Stucco Masons","broad",27360,5.3,2019
"20187","47-2161","Plasterers and Stucco Masons","detailed",27360,5.3,2019
"20188","47-2170","Reinforcing Iron and Rebar Workers","broad",18870,5.7,2019
"20189","47-2171","Reinforcing Iron and Rebar Workers","detailed",18870,5.7,2019
"20190","47-2180","Roofers","broad",129690,1.9,2019
"20191","47-2181","Roofers","detailed",129690,1.9,2019
"20192","47-2210","Sheet Metal Workers","broad",131300,2.1,2019
"20193","47-2211","Sheet Metal Workers","detailed",131300,2.1,2019
"20194","47-2220","Structural Iron and Steel Workers","broad",76570,2.7,2019
"20195","47-2221","Structural Iron and Steel Workers","detailed",76570,2.7,2019
"20196","47-2230","Solar Photovoltaic Installers","broad",11080,9.1,2019
"20197","47-2231","Solar Photovoltaic Installers","detailed",11080,9.1,2019
"20198","47-3000","Helpers, Construction Trades","minor",242400,1.5,2019
"20199","47-3010","Helpers, Construction Trades","broad",242400,1.5,2019
"20200","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",23480,4,2019
"20201","47-3012","Helpers--Carpenters","detailed",32920,3.1,2019
"20202","47-3013","Helpers--Electricians","detailed",79260,3,2019
"20203","47-3014","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","detailed",10850,7.2,2019
"20204","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",58400,3.5,2019
"20205","47-3016","Helpers--Roofers","detailed",8960,9.6,2019
"20206","47-3019","Helpers, Construction Trades, All Other","detailed",28530,3.5,2019
"20207","47-4000","Other Construction and Related Workers","minor",437730,0.8,2019
"20208","47-4010","Construction and Building Inspectors","broad",110420,1.4,2019
"20209","47-4011","Construction and Building Inspectors","detailed",110420,1.4,2019
"20210","47-4020","Elevator and Escalator Installers and Repairers","broad",28350,4.4,2019
"20211","47-4021","Elevator and Escalator Installers and Repairers","detailed",28350,4.4,2019
"20212","47-4030","Fence Erectors","broad",25900,5.3,2019
"20213","47-4031","Fence Erectors","detailed",25900,5.3,2019
"20214","47-4040","Hazardous Materials Removal Workers","broad",44240,3.1,2019
"20215","47-4041","Hazardous Materials Removal Workers","detailed",44240,3.1,2019
"20216","47-4050","Highway Maintenance Workers","broad",150860,0.8,2019
"20217","47-4051","Highway Maintenance Workers","detailed",150860,0.8,2019
"20218","47-4060","Rail-Track Laying and Maintenance Equipment Operators","broad",16180,8.1,2019
"20219","47-4061","Rail-Track Laying and Maintenance Equipment Operators","detailed",16180,8.1,2019
"20220","47-4070","Septic Tank Servicers and Sewer Pipe Cleaners","broad",29750,3.4,2019
"20221","47-4071","Septic Tank Servicers and Sewer Pipe Cleaners","detailed",29750,3.4,2019
"20222","47-4090","Miscellaneous Construction and Related Workers","detailed",32040,3.9,2019
"20223","47-4090","Miscellaneous Construction and Related Workers","broad",32040,3.9,2019
"20224","47-5000","Extraction Workers","minor",270390,1.6,2019
"20225","47-5010","Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas","broad",84880,2.8,2019
"20226","47-5011","Derrick Operators, Oil and Gas","detailed",12110,6.9,2019
"20227","47-5012","Rotary Drill Operators, Oil and Gas","detailed",21010,5.8,2019
"20228","47-5013","Service Unit Operators, Oil and Gas","detailed",51760,3.6,2019
"20229","47-5022","Excavating and Loading Machine and Dragline Operators, Surface Mining","detailed",44090,2.7,2019
"20230","47-5041","Continuous Mining Machine Operators","detailed",14630,4.4,2019
"20231","47-5043","Roof Bolters, Mining","detailed",3140,8.1,2019
"20232","47-5044","Loading and Moving Machine Operators, Underground Mining","detailed",4200,7.3,2019
"20233","47-5050","Rock Splitters, Quarry","broad",5080,7.7,2019
"20234","47-5051","Rock Splitters, Quarry","detailed",5080,7.7,2019
"20235","47-5070","Roustabouts, Oil and Gas","broad",58930,3.6,2019
"20236","47-5071","Roustabouts, Oil and Gas","detailed",58930,3.6,2019
"20237","47-5080","Helpers--Extraction Workers","broad",16700,5.7,2019
"20238","47-5081","Helpers--Extraction Workers","detailed",16700,5.7,2019
"20239","47-5097","Earth Drillers, Except Oil and Gas; and Explosives Workers, Ordnance Handling Experts, and Blasters","detailed",24940,3.7,2019
"20240","47-5098","Underground Mining Machine Operators and Extraction Workers, All Other","detailed",13790,7.5,2019
"20241","49-0000","Installation, Maintenance, and Repair Occupations","major",5713450,0.3,2019
"20242","49-1000","Supervisors of Installation, Maintenance, and Repair Workers","minor",485700,0.5,2019
"20243","49-1010","First-Line Supervisors of Mechanics, Installers, and Repairers","broad",485700,0.5,2019
"20244","49-1011","First-Line Supervisors of Mechanics, Installers, and Repairers","detailed",485700,0.5,2019
"20245","49-2000","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","minor",557620,1,2019
"20246","49-2010","Computer, Automated Teller, and Office Machine Repairers","broad",98260,2.1,2019
"20247","49-2011","Computer, Automated Teller, and Office Machine Repairers","detailed",98260,2.1,2019
"20248","49-2020","Radio and Telecommunications Equipment Installers and Repairers","broad",222850,1.9,2019
"20249","49-2021","Radio, Cellular, and Tower Equipment Installers and Repairers","detailed",14370,5.8,2019
