"","X","acs_occ_code","label","OCC2010_cps","major_cat","OCC2010_desc","OCC2010","SOC2010_orig","SOC_major_orig","SOC_minor_orig","SOC_broad_orig","SOC2010_adj","SOC_major_adj","SOC_minor_adj","SOC_broad_adj","ltuer_occ","ltuer_soc2010","ltuer_soc_major","ltuer_soc_minor","ltuer_soc_broad"
"438",438,9040,"air traffic controllers and airfield operations specialists",9040,NA,"Air traffic controllers and airfield operations specialists",9040,"53-2020",53,"53-2000","53-2020","53-2020",53,"53-2000","53-2020",0.235323912722475,0.235323912722475,0.281450946048975,0.337828931752017,0.235323912722475
"439",439,9050,"flight attendants",9050,NA,"Flight attendants",9050,"53-2031",53,"53-2000","53-2030","53-2031",53,"53-2000","53-2030",0.329472635157633,0.329472635157633,0.281450946048975,0.337828931752017,0.329472635157633
"440",440,9110,"ambulance drivers and attendants, except emergency medical technicians",9100,NA,"Ambulance drivers and attendants, except emergency medical technicians",9110,"53-3011",53,"53-3000","53-3010","53-3011",53,"53-3000","53-3010",0.215892774524407,0.215892774524407,0.281450946048975,0.269131813697,0.215892774524407
"441",441,9120,"bus drivers",9100,NA,"Bus drivers",9120,"53-3020",53,"53-3000","53-3020","53-3011",53,"53-3000","53-3010",0.215892774524407,0.215892774524407,0.281450946048975,0.269131813697,0.215892774524407
"442",442,9130,"driver/sales workers and truck drivers",9130,NA,"Driver/sales workers and truck drivers",9130,"53-3030",53,"53-3000","53-3030","53-3030",53,"53-3000","53-3030",0.271689147826256,0.271689147826256,0.281450946048975,0.269131813697,0.271689147826256
"443",443,9140,"taxi drivers and chauffeurs",9140,NA,"Taxi drivers and chauffeurs",9140,"53-3041",53,"53-3000","53-3040","53-3041",53,"53-3000","53-3040",0.311104888019768,0.311104888019768,0.281450946048975,0.269131813697,0.311104888019768
"444",444,9200,"locomotive engineers and operators",9200,NA,"Locomotive engineers and operators",9200,"53-4010",53,"53-4000","53-4010","53-4010",53,"53-4000","53-4010",0.37199899355447,0.37199899355447,0.281450946048975,0.329856865550306,0.37199899355447
"445",445,9240,"railroad conductors and yardmasters",9240,NA,"Railroad conductors and yardmasters",9240,"53-4031",53,"53-4000","53-4030","53-4031",53,"53-4000","53-4030",0.292953737314471,0.292953737314471,0.281450946048975,0.329856865550306,0.292953737314471
"446",446,9260,"subway, streetcar, and other rail transportation workers",9260,NA,"Subway, streetcar, and other rail transportation workers",9260,"53-40XX",53,"53-4000","53-40X0","53-40XX",53,"53-4000","53-40X0",0.393749363950537,0.393749363950537,0.281450946048975,0.329856865550306,0.393749363950537
"447",447,9300,"sailors and marine oilers, and ship engineers",9300,NA,"Sailors and marine oilers",9300,"53-5011",53,"53-5000","53-5010","53-5011",53,"53-5000","53-5010",0.257914371992015,0.257914371992015,0.281450946048975,0.239319721960953,0.257914371992015
"448",448,9310,"ship and boat captains and operators",9310,NA,"Ship and boat captains and operators",9310,"53-5020",53,"53-5000","53-5020","53-5020",53,"53-5000","53-5020",0.219338339811516,0.219338339811516,0.281450946048975,0.239319721960953,0.219338339811516
"449",449,9350,"parking lot attendants",9350,NA,"Parking lot attendants",9350,"53-6021",53,"53-6000","53-6020","53-6021",53,"53-6000","53-6020",0.201761492067885,0.201761492067885,0.281450946048975,0.304808094563589,0.201761492067885
"450",450,9360,"automotive and watercraft service attendants   ",9360,NA,"Automotive and watercraft service attendants",9360,"53-6031",53,"53-6000","53-6030","53-6031",53,"53-6000","53-6030",0.370758839931072,0.370758839931072,0.281450946048975,0.304808094563589,0.370758839931072
"451",451,9410,"transportation inspectors",9410,NA,"Transportation inspectors",9410,"53-6051",53,"53-6000","53-6050","53-6051",53,"53-6000","53-6050",0.285471751904294,0.285471751904294,0.281450946048975,0.304808094563589,0.285471751904294
"452",452,9415,"transportation attendants, except flight attendants",9410,NA,"Transportation attendants, except flight attendants",9415,"53-6061",53,"53-6000","53-6060","53-6051",53,"53-6000","53-6050",0.285471751904294,0.285471751904294,0.281450946048975,0.304808094563589,0.285471751904294
"453",453,9420,"miscellaneous transportation workers, including bridge and lock tenders and traffic technicians",9420,NA,"Other transportation workers",9420,"53-60XX",53,"53-6000","53-60X0","53-60XX",53,"53-6000","53-60X0",0.362015426618725,0.362015426618725,0.281450946048975,0.304808094563589,0.362015426618725
"454",454,9510,"crane and tower operators",9510,NA,"Crane and tower operators",9510,"53-7021",53,"53-7000","53-7020","53-7021",53,"53-7000","53-7020",0.217988600780301,0.217988600780301,0.281450946048975,0.286922599445928,0.217988600780301
"455",455,9520,"dredge, excavating, and loading machine operators",9520,NA,"Dredge, excavating, and loading machine operators",9520,"53-7030",53,"53-7000","53-7030","53-7030",53,"53-7000","53-7030",0.204123157930999,0.204123157930999,0.281450946048975,0.286922599445928,0.204123157930999
"456",456,9560,"conveyor operators and tenders, and hoist and winch operators",9560,NA,"Hoist and winch operators",9560,"53-7041",53,"53-7000","53-7040","53-7041",53,"53-7000","53-7040",0.158553125580809,0.158553125580809,0.281450946048975,0.286922599445928,0.158553125580809
"457",457,9600,"industrial truck and tractor operators",9600,NA,"Industrial truck and tractor operators",9600,"53-7051",53,"53-7000","53-7050","53-7051",53,"53-7000","53-7050",0.302602725102813,0.302602725102813,0.281450946048975,0.286922599445928,0.302602725102813
"458",458,9610,"cleaners of vehicles and equipment",9610,NA,"Cleaners of vehicles and equipment",9610,"53-7061",53,"53-7000","53-7060","53-7061",53,"53-7000","53-7060",0.281237576138897,0.281237576138897,0.281450946048975,0.286922599445928,0.285470804206701
"459",459,9620,"laborers and freight, stock, and material movers, hand",9620,NA,"Laborers and freight, stock, and material movers, hand",9620,"53-7062",53,"53-7000","53-7060","53-7062",53,"53-7000","53-7060",0.293046548427094,0.293046548427094,0.281450946048975,0.286922599445928,0.285470804206701
"460",460,9630,"machine feeders and offbearers",9630,NA,"Machine feeders and offbearers",9630,"53-7063",53,"53-7000","53-7060","53-7063",53,"53-7000","53-7060",0.292367489306346,0.292367489306346,0.281450946048975,0.286922599445928,0.285470804206701
"461",461,9640,"packers and packagers, hand",9640,NA,"Packers and packagers, hand",9640,"53-7064",53,"53-7000","53-7060","53-7064",53,"53-7000","53-7060",0.264408884177256,0.264408884177256,0.281450946048975,0.286922599445928,0.285470804206701
"462",462,9650,"pumping station operators",9650,NA,"Pumping station operators",9650,"53-7070",53,"53-7000","53-7070","53-7070",53,"53-7000","53-7070",0.239774357213237,0.239774357213237,0.281450946048975,0.286922599445928,0.239774357213237
"463",463,9720,"refuse and recyclable material collectors",9720,NA,"Refuse and recyclable material collectors",9720,"53-7081",53,"53-7000","53-7080","53-7081",53,"53-7000","53-7080",0.324169814938314,0.324169814938314,0.281450946048975,0.286922599445928,0.324169814938314
"464",464,9750,"miscellaneous material moving workers, including mine shuttle car operators, and tank car, truck, and ship loaders",9750,NA,"Material moving workers, all other",9750,"53-7199",53,"53-7000","53-7190","53-7199",53,"53-7000","53-7190",0.293594425922454,0.293594425922454,0.281450946048975,0.286922599445928,0.293594425922454
